kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;catalogusprijs;maximum_ondersteunende_snelheid;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;laadvermogen;aanhangwagen_middenas_geremd;aanhangwagen_autonoom_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;subcategorie_nederland
16PGB6;Personenauto;TOYOTA;TOYOTA AYGO;20230115;20210422;;hatchback;4;WIT;Niet geregistreerd;3;998;805;1190;905;;;20110112;20110112;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHMGKW(3J);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-15T00:00:00.000;2021-04-22T00:00:00.000;2011-01-12T00:00:00.000;2011-01-12T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10690;;;;;;;;;;;;;;;
6SXX25;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20221230;20150620;;MPV;5;WIT;Niet geregistreerd;4;1497;1060;1565;1160;;;20131230;20131230;Geen verstrekking in Open Data;Ja;4;4;0;0;391;0;M1;r. voorzitting;1565;XP13M(A);e11*2007/46*0152*06;NHP13(MH);NHP130L-CHXNBW(1G);0;0.01;251;Nee;Ja;Nee;1565;0;2021;Logisch;00;Ja;2022-12-30T00:00:00.000;2015-06-20T00:00:00.000;2013-12-30T00:00:00.000;2013-12-30T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20375;;;;;;;;;;;;;;;
JG800P;Personenauto;TOYOTA;TOYOTA PRIUS;20240401;20220218;631;hatchback;5;GRIJS;Niet geregistreerd;4;1798;1350;1790;1450;725;725;20160401;20160401;Geen verstrekking in Open Data;Ja;4;4;0;0;454;0;M1;onder r. voorzitting;1790;XW5(EU,M);e11*2007/46*2971*00;ZVW50(H);ZVW50L-AHXEBW(7A);0;0.05;270;Nee;Nee;Nee;2515;0;2022;Logisch;00;Ja;2024-04-01T00:00:00.000;2022-02-18T00:00:00.000;2016-04-01T00:00:00.000;2016-04-01T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;32805;0;;;;;;;;;;;;;;
ZB017K;Personenauto;TOYOTA;TOYOTA RAV4;20230424;20211224;6134;MPV;5;ZWART;Niet geregistreerd;4;2494;1600;2205;1700;750;800;20190424;20190424;Geen verstrekking in Open Data;Ja;4;4;0;0;461;0;M1;;2205;XA4(EU,M);e6*2007/46*0166*04;AVA42(N);AVA42L-ANXMBW(3U);0;0.07;266;Nee;Nee;Nee;3005;0;2021;Logisch;00;Ja;2023-04-24T00:00:00.000;2021-12-24T00:00:00.000;2019-04-24T00:00:00.000;2019-04-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;36270;0;;;;;;;;;;;;;;
1SGS94;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20221222;20181224;;MPV;5;WIT;Niet geregistreerd;4;1497;1070;1565;1170;;;20130927;20130927;Geen verstrekking in Open Data;Ja;4;4;0;0;391;0;M1;r. voorzitting;1565;XP13M(A);e11*2007/46*0152*05;NHP13(MH);NHP130L-CHXGBW(3F);1;0.01;251;Nee;Nee;Nee;1565;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2018-12-24T00:00:00.000;2013-09-27T00:00:00.000;2013-09-27T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20860;;;;;;;;;;;;;;;
TRTT66;Personenauto;TOYOTA;TOYOTA PASEO;20230120;20060120;3210;coupe;;ZWART;Niet geregistreerd;4;;895;1385;995;450;1000;19980703;19980703;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1385;;e6*93/81*0019*01;EL54(C);EL54L-DCMSKW(10);1;0;238;Nee;Nee;Nee;2385;0;2021;Logisch;00;Ja;2023-01-20T00:00:00.000;2006-01-20T00:00:00.000;1998-07-03T00:00:00.000;1998-07-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
30PNN9;Personenauto;TOYOTA;TOYOTA YARIS;20230317;20190921;1531;MPV;5;GRIJS;Niet geregistreerd;4;1329;1025;1480;1125;550;900;20110317;20110317;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHFGKW(3F);0;0.06;246;Nee;Nee;Nee;2380;0;2022;Logisch;00;Ja;2023-03-17T00:00:00.000;2019-09-21T00:00:00.000;2011-03-17T00:00:00.000;2011-03-17T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;15980;0;;;;;;;;;;;;;;
15XDSV;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20230113;20211109;6840;stationwagen;5;GRIJS;Niet geregistreerd;4;1794;1330;2035;1430;450;1300;20070504;20070504;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;;e11*2001/116*0222*04;ZNR20(W);ZNR11L-GWMEKW(1E);0;0.07;275;Nee;Nee;Nee;3335;0;2021;Logisch;00;Ja;2023-01-13T00:00:00.000;2021-11-09T00:00:00.000;2007-05-04T00:00:00.000;2007-05-04T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28549;;;;;;;;;;;;;;;
36NPTL;Personenauto;TOYOTA;TOYOTA COROLLA;20230120;20170121;4133;hatchback;5;BLAUW;Niet geregistreerd;4;1598;1115;1655;1215;450;1300;20040120;20040120;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden op schutbord onder motorkap;1655;;e11*98/14*0180*02;ZZE121(H);ZZE121L-AHMDKW(1C);0;0.07;260;Nee;Ja;Nee;2955;0;2021;Logisch;00;Ja;2023-01-20T00:00:00.000;2017-01-21T00:00:00.000;2004-01-20T00:00:00.000;2004-01-20T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
8TZK57;Personenauto;TOYOTA;TOYOTA AURIS;20230218;20180214;;MPV;5;GRIJS;Niet geregistreerd;4;1798;1285;1815;1385;385;385;20140619;20140619;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;by bodemplaat r. voorzitting;1815;HE15U(A);e11*2007/46*0018*07;ZWE186(H);ZWE186L-DHXNBW(8S);0;0.01;260;Nee;Nee;Nee;2200;0;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2018-02-14T00:00:00.000;2014-06-19T00:00:00.000;2014-06-19T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;24975;0;;;;;;;;;;;;;;
88JGPR;Personenauto;TOYOTA;TOYOTA YARIS;20230117;20190813;2613;hatchback;5;GRIJS;Niet geregistreerd;4;1299;860;1350;960;400;900;20020405;20020405;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1350;;e6*98/14*0064*05;NCP10(G);NCP10L-AGMNKW(1F);1;0.07;237;Nee;Nee;Nee;2250;0;2021;Logisch;00;Ja;2023-01-17T00:00:00.000;2019-08-13T00:00:00.000;2002-04-05T00:00:00.000;2002-04-05T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
V883VG;Bedrijfsauto;TOYOTA;PROACE;20230102;20190102;9094;gesloten opbouw;2;N.v.t.;N.v.t.;4;1560;1498;2625;1598;750;;20190102;20190102;Geen verstrekking in Open Data;Ja;0;4;0;0;0;192;N1;;2625;V;e2*2007/46*0538*04;B;BHXH-A2B01A(1E);0;0.05;293;Nee;Nee;Nee;4030;0;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2019-01-02T00:00:00.000;2019-01-02T00:00:00.000;2019-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;37408;0;;;;1127;1800;;;;;;;;;
75GJXB;Personenauto;TOYOTA;TOYOTA YARIS;20230228;20140228;2263;hatchback;5;GROEN;Niet geregistreerd;4;998;825;1335;925;400;650;20001220;20001220;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1335;;e6*98/14*0064*04;SCP10(G);SCP10L-AGMRKW(1E);1;0.05;237;Nee;Nee;Nee;1985;0;2022;Logisch;00;Ja;2023-02-28T00:00:00.000;2014-02-28T00:00:00.000;2000-12-20T00:00:00.000;2000-12-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
29TKZZ;Personenauto;TOYOTA;TOYOTA COROLLA;20230107;20150107;5042;hatchback;5;ZWART;Niet geregistreerd;4;1598;1135;1655;1235;450;1300;20061110;20061110;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden op schutbord onder motorkap;1655;;e11*2001/116*0179*07;ZZE121(H);ZZE121L-DHMNKW(1H);0;0.07;260;Nee;Nee;Nee;2955;0;2021;Logisch;00;Ja;2023-01-07T00:00:00.000;2015-01-07T00:00:00.000;2006-11-10T00:00:00.000;2006-11-10T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;22015;;;;;;;;;;;;;;;
72NHB2;Personenauto;TOYOTA;TOYOTA AYGO;20220924;20211222;;hatchback;4;BLAUW;Niet geregistreerd;3;998;805;1190;905;;;20100924;20100924;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);1;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-09-24T00:00:00.000;2021-12-22T00:00:00.000;2010-09-24T00:00:00.000;2010-09-24T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11015;;;;;;;;;;;;;;;
33ZVF8;Personenauto;TOYOTA;TOYOTA YARIS;20230109;20130213;2981;hatchback;5;ZWART;Niet geregistreerd;4;1298;995;1480;1095;547;900;20080207;20130213;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*01;SCP90(G);SCP90L-CGMGKW(1B);0;0.06;246;Nee;Nee;Nee;2380;0;2021;Geen oordeel;05;Ja;2023-01-09T00:00:00.000;2013-02-13T00:00:00.000;2008-02-07T00:00:00.000;2013-02-13T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;;;;;;;;
HR378G;Personenauto;TOYOTA;TOYOTA AURIS;20231224;20201113;667;MPV;5;WIT;Niet geregistreerd;4;1798;1310;1865;1410;345;345;20151216;20151216;Geen verstrekking in Open Data;Ja;4;4;0;0;460;0;M1;onder r. voorzitting;1865;HE15U(A);e11*2007/46*0018*10;ZWE186(W);ZWE186L-DWXGBW(7V);0;0.05;260;Nee;Nee;Nee;2210;0;2021;Logisch;00;Ja;2023-12-24T00:00:00.000;2020-11-13T00:00:00.000;2015-12-16T00:00:00.000;2015-12-16T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;31740;;;;;;;;;;;;;;;
KP187K;Personenauto;TOYOTA;TOYOTA AYGO;20221105;20201001;1270;hatchback;4;GRIJS;Niet geregistreerd;3;998;815;1240;915;;;20161105;20161105;Geen verstrekking in Open Data;Ja;2;4;0;0;346;0;M1;onder r. voorzitting;1240;AB1;e11*2001/116*0236*12;KGB40(G);KGB40L-AGMRKW(1N);0;0.06;234;Nee;Nee;Nee;1240;0;2021;Logisch;00;Ja;2022-11-05T00:00:00.000;2020-10-01T00:00:00.000;2016-11-05T00:00:00.000;2016-11-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12500;;;;;;;;;;;;;;;
48ZVX9;Personenauto;TOYOTA;TOYOTA RAV4;20230226;20200302;9621;MPV;5;ZWART;Niet geregistreerd;4;1987;1465;2100;1565;750;2000;20130307;20130307;Geen verstrekking in Open Data;Ja;4;4;0;0;457;0;M1;op bodemplaat onder r. voorzitting;2100;XA3(A);e6*2001/116*0105*09;ZSA44(N);ZSA44L-ANFMPW(2K);0;0.07;266;Nee;Nee;Nee;4100;0;2022;Logisch;00;Ja;2023-02-26T00:00:00.000;2020-03-02T00:00:00.000;2013-03-07T00:00:00.000;2013-03-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;37090;;;;;;;;;;;;;;;
HX750N;Personenauto;TOYOTA;TOYOTA VERSO-S;20240113;20160113;3383;MPV;5;BRUIN;Niet geregistreerd;4;1329;1060;1550;1160;550;800;20160113;20160113;Geen verstrekking in Open Data;Ja;4;4;0;0;399;0;M1;onder r. voorzitting;1550;XP12(A);e11*2007/46*0020*07;NSP120(HC);NSP120L-CHXGKW(1H);0;0.06;255;Nee;Nee;Nee;2350;0;2021;Logisch;00;Ja;2024-01-13T00:00:00.000;2016-01-13T00:00:00.000;2016-01-13T00:00:00.000;2016-01-13T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;25815;0;;;;;;;;;;;;;;
XK359R;Personenauto;TOYOTA;TOYOTA AYGO;20221111;20190506;;hatchback;4;ZWART;Niet geregistreerd;3;998;821;1190;921;;;20101006;20190204;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);1;0.05;234;Nee;Ja;Nee;0;0;2021;Geen oordeel;05;Ja;2022-11-11T00:00:00.000;2019-05-06T00:00:00.000;2010-10-06T00:00:00.000;2019-02-04T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11770;;;;;;;;;;;;;;;
XSPL85;Personenauto;TOYOTA;TOYOTA COROLLA;20230222;20130930;3020;hatchback;5;GRIJS;Niet geregistreerd;4;1332;1015;1580;1115;450;1000;19990212;19990212;Geen verstrekking in Open Data;Ja;2;4;0;0;410;0;M1;midden tegen schutbord onder motorkap;1580;;e6*95/54*0043*01;EE111(G);EE111L-AGMDKW(11);1;0.06;247;Nee;Nee;Nee;2580;0;2021;Logisch;00;Ja;2023-02-22T00:00:00.000;2013-09-30T00:00:00.000;1999-02-12T00:00:00.000;1999-02-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
83KSG7;Personenauto;TOYOTA;TOYOTA IQ;20230303;20170304;;coupe;4;ZWART;Niet geregistreerd;3;998;820;1210;920;;;20100127;20100127;Geen verstrekking in Open Data;Ja;2;4;0;0;299;0;M1;by dwarsbalk;1210;AJ1(A);e6*2001/116*0119*00;KGJ10(G);KGJ10L-BGMRGW(2A);0;0.05;200;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-03T00:00:00.000;2017-03-04T00:00:00.000;2010-01-27T00:00:00.000;2010-01-27T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13750;;;;;;;;;;;;;;;
8SZJ11;Personenauto;TOYOTA;TOYOTA AURIS;20230110;20160423;;MPV;5;WIT;Niet geregistreerd;4;1798;1310;1815;1410;345;345;20140110;20140110;Geen verstrekking in Open Data;Ja;4;4;0;0;456;0;M1;by bodemplaat r. voorzitting;1815;HE15U(A);e11*2007/46*0018*06;ZWE186(W);ZWE186L-DWXNBW(FR);0;0.01;260;Nee;Nee;Nee;2160;0;2021;Logisch;00;Ja;2023-01-10T00:00:00.000;2016-04-23T00:00:00.000;2014-01-10T00:00:00.000;2014-01-10T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28195;;;;;;;;;;;;;;;
35RJND;Personenauto;TOYOTA;YARIS;20230206;20180208;3036;hatchback;5;BLAUW;Niet geregistreerd;4;1298;880;1385;980;400;900;20050530;20050530;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1385;;e2*2001/116*0248*06;SCP12(H);SCP12L-CHMRKW(1G);0;0.07;237;Nee;Nee;Nee;2285;0;2021;Geen oordeel;07;Ja;2023-02-06T00:00:00.000;2018-02-08T00:00:00.000;2005-05-30T00:00:00.000;2005-05-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;15084;;;;;;;;;;;;;;;
9TJR38;Personenauto;TOYOTA;TOYOTA AURIS;20221222;20211221;;MPV;5;GRIJS;Niet geregistreerd;4;1798;1285;1840;1385;;;20121214;20140225;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;by bodemplaat r. voorzitting;1840;HE15U(A);e11*2007/46*0018*05;ZWE186(H);ZWE186L-DHXGBW(2Q);0;0.01;260;Nee;Nee;Nee;1840;0;2021;Geen oordeel;05;Ja;2022-12-22T00:00:00.000;2021-12-21T00:00:00.000;2012-12-14T00:00:00.000;2014-02-25T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;25146;;0;;;;;;;;;;;;;
PS446N;Personenauto;TOYOTA;TOYOTA RAV4;20230223;20180223;10080;MPV;5;BRUIN;Niet geregistreerd;4;1987;1400;2070;1500;750;2000;20130426;20170918;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2070;XA3(A);e6*2001/116*0105*08;ZSA35(W);ZSA35L-BWFGPW(3J);0;0.08;256;Nee;Nee;Nee;4070;0;2022;Geen oordeel;05;Ja;2023-02-23T00:00:00.000;2018-02-23T00:00:00.000;2013-04-26T00:00:00.000;2017-09-18T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;27516;0;;;;;;;;;;;;;;
58ZFBL;Personenauto;TOYOTA;TOYOTA PRIUS;20221224;20181111;3327;hatchback;5;BLAUW;Niet geregistreerd;4;1497;1275;1725;1375;;;20080103;20080103;Geen verstrekking in Open Data;Ja;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;;e11*2001/116*0200*04;NHW20(E);NHW20L-AHEEBW(1E);0;0;270;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-12-24T00:00:00.000;2018-11-11T00:00:00.000;2008-01-03T00:00:00.000;2008-01-03T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;31939;;;;;;;;;;;;;;;
07DGKH;Personenauto;TOYOTA;TOYOTA COROLLA;20221224;20191210;3506;hatchback;5;GROEN;Niet geregistreerd;4;1587;1100;1615;1200;450;1200;19990806;19990806;Geen verstrekking in Open Data;Ja;4;4;0;0;427;0;M1;midden tegen schutbord onder motorkap;1615;;e11*98/14*0102*00;AE111(LA);AE111L-DLPDKW(10);0;0.07;247;Nee;Nee;Nee;2815;0;2021;Logisch;00;Ja;2022-12-24T00:00:00.000;2019-12-10T00:00:00.000;1999-08-06T00:00:00.000;1999-08-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
95KVN8;Personenauto;TOYOTA;TOYOTA AYGO;20230308;20100308;;hatchback;4;GROEN;Niet geregistreerd;3;998;805;1190;905;;;20100308;20100308;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);1;0.06;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2010-03-08T00:00:00.000;2010-03-08T00:00:00.000;2010-03-08T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11715;;;;;;;;;;;;;;;
