kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;type;laadvermogen;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;aanhangwagen_autonoom_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt
NP118J;Personenauto;OPEL;KARL / VIVA;20221229;20210107;1693;hatchback;5;GRIJS;Niet geregistreerd;3;999;839;1353;939;;;20170322;20170322;Geen verstrekking in Open Data;12399;Ja;5;4;0;0;368;0;M1;in motorruimte a.;1353;e4*2007/46*0957*05;DHXXFXX;B11PA5AYCC2A;0;0.06;239;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2022-12-29T00:00:00.000;2021-01-07T00:00:00.000;2017-03-22T00:00:00.000;2017-03-22T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;D-A;;;0;;;;;;;;;;;
22TGJ4;Personenauto;OPEL;AGILA;20230113;20120118;;stationwagen;5;GRIJS;Niet geregistreerd;3;996;950;1485;1050;;;20120118;20120118;Geen verstrekking in Open Data;10015;Ja;4;4;0;0;374;0;M1;op r. schroefveerkoker onder motorkap;1485;e4*2001/116*0135*09;AE11;1AAAA1AAAA5;0;0.05;236;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-13T00:00:00.000;2012-01-18T00:00:00.000;2012-01-18T00:00:00.000;2012-01-18T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;H-B;;;;;;;;;;;;;;
38FZHK;Personenauto;OPEL;AGILA;20221222;20181227;1959;MPV;4;GROEN;Niet geregistreerd;4;1199;930;1370;1030;350;650;20000818;20000818;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;r. tegen schutbord onder motorkap;1370;e1*98/14*0141*01;AB11;1A04A2BAAA4;1;0.05;236;Nee;Nee;Nee;1990;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2018-12-27T00:00:00.000;2000-08-18T00:00:00.000;2000-08-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;;;;;;;;;;;
07PFD8;Personenauto;OPEL;CORSA;20230107;20180502;;MPV;5;GRIJS;Niet geregistreerd;4;1248;1063;1610;1163;500;500;20110107;20110107;Geen verstrekking in Open Data;18195;Ja;2;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1610;e1*2001/116*0379*15;FY11;4AAEB7A7LJM5;0;0.06;251;Nee;Nee;Nee;2160;0;2021;Logisch;00;Ja;2023-01-07T00:00:00.000;2018-05-02T00:00:00.000;2011-01-07T00:00:00.000;2011-01-07T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
43KXN9;Personenauto;OPEL;CORSA;20230226;20120525;2290;MPV;5;GRIJS;Niet geregistreerd;4;1229;1059;1605;1159;500;850;20100226;20100226;Geen verstrekking in Open Data;15820;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1605;e1*2001/116*0379*11;KN11;1A16A77BDA5;0;0.05;251;Nee;Nee;Nee;2455;0;2022;Logisch;00;Ja;2023-02-26T00:00:00.000;2012-05-25T00:00:00.000;2010-02-26T00:00:00.000;2010-02-26T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
NX725D;Personenauto;OPEL;CORSA-E;20230504;20191112;3961;hatchback;5;GRIJS;Niet geregistreerd;4;1398;1063;1630;1163;550;800;20170504;20170504;Geen verstrekking in Open Data;17885;Ja;5;4;0;0;402;0;M1;in bodemplaat r. v.;1630;e1*2001/116*0379*39;CADRC12;BX2E6EHLA5;0;0.06;251;Nee;Nee;Nee;2470;0;2021;Logisch;00;Ja;2023-05-04T00:00:00.000;2019-11-12T00:00:00.000;2017-05-04T00:00:00.000;2017-05-04T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
16NGVV;Personenauto;OPEL;CORSA-C;20221222;20201006;3011;hatchback;5;GRIJS;Niet geregistreerd;4;1364;935;1505;1035;450;1000;20030924;20030924;Geen verstrekking in Open Data;;Ja;2;4;0;0;384;0;M1;op bodemplaat by r. voorzitting;1505;e1*98/14*0148*07;BH11;1A16ADDBBC5;0;0.06;249;Nee;Nee;Nee;2520;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2020-10-06T00:00:00.000;2003-09-24T00:00:00.000;2003-09-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
JV429Z;Personenauto;OPEL;ASTRA G CABRIO;20230301;20160726;6810;cabriolet;4;GRIJS;Niet geregistreerd;4;1796;1348;1745;1448;630;1300;20020530;20160627;Geen verstrekking in Open Data;;Ja;2;4;;;;;M1;op bodemplaat by r. voorzitting;1745;;;;;0.06;261;Nee;Nee;Nee;;;2022;Geen oordeel;05;Ja;2023-03-01T00:00:00.000;2016-07-26T00:00:00.000;2002-05-30T00:00:00.000;2016-06-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
22ZLKD;Personenauto;OPEL;MERIVA-A;20221229;20141230;4956;MPV;5;BEIGE;Niet geregistreerd;4;1598;1275;1855;1375;675;1200;20080320;20080320;Geen verstrekking in Open Data;21889;Ja;4;4;0;0;405;0;M1;op bodemplaat by r. voorzitting;1855;e1*2001/116*0215*10;BJ11;1A02A4CGDH5;0;0.06;263;Nee;Nee;Nee;3085;0;2021;Logisch;00;Ja;2022-12-29T00:00:00.000;2014-12-30T00:00:00.000;2008-03-20T00:00:00.000;2008-03-20T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
RP524H;Personenauto;OPEL;KARL ROCKS;20240217;20180223;2155;hatchback;5;GROEN;Niet geregistreerd;3;999;839;1353;939;;;20180131;20180131;Geen verstrekking in Open Data;15146;Ja;5;4;0;0;368;0;M1;in motorruimte a.;1353;e4*2007/46*0957*08;EHXXFXX;B11PA5AYKK2B;0;0.06;239;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2024-02-17T00:00:00.000;2018-02-23T00:00:00.000;2018-01-31T00:00:00.000;2018-01-31T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;D-A;;;0;;;;;;;;;;;
ZHZR27;Personenauto;OPEL;CORSA-B;20221223;20140619;2096;hatchback;5;GRIJS;Niet geregistreerd;4;1199;850;1370;950;450;1000;19990518;19990518;Geen verstrekking in Open Data;;Ja;2;4;0;0;374;0;M1;op bodemplaat by r. voorzitting;1370;e1*96/27*0053*05;CR11;0A02A3BFAB5;1;0.05;244;Nee;Nee;Nee;2370;0;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2014-06-19T00:00:00.000;1999-05-18T00:00:00.000;1999-05-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
95NFGL;Personenauto;OPEL;CORSA-C;20220910;20210816;2271;hatchback;5;ZWART;Niet geregistreerd;4;1199;910;1430;1010;450;1000;20030820;20030820;Geen verstrekking in Open Data;;Ja;2;4;0;0;382;0;M1;op bodemplaat by r. voorzitting;1430;e1*98/14*0148*06;AB11;1A02A2BBCA5;0;0.05;249;Nee;Nee;Nee;2360;0;2021;Logisch;00;Ja;2022-09-10T00:00:00.000;2021-08-16T00:00:00.000;2003-08-20T00:00:00.000;2003-08-20T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
89SZK2;Personenauto;OPEL;AGILA;20221227;20131220;;stationwagen;5;BLAUW;Niet geregistreerd;3;996;950;1485;1050;;;20111227;20111227;Geen verstrekking in Open Data;12690;Ja;4;4;0;0;374;0;M1;op r. schroefveerkoker onder motorkap;1485;e4*2001/116*0135*09;AE11;1AAAA1AAAA5;0;0.05;236;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-12-27T00:00:00.000;2013-12-20T00:00:00.000;2011-12-27T00:00:00.000;2011-12-27T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;H-B;;;;;;;;;;;;;;
9VTL23;Bedrijfsauto;OPEL;VIVARO;20230223;20120223;7864;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1743;2790;1843;750;;20120223;20120223;Geen verstrekking in Open Data;31884;Ja;0;4;0;0;0;190;N1;r. balk a. vooras;2790;e1*2007/46*0575*07;A0A6;E1APG3;0;0.04;310;Nee;Nee;Nee;4790;0;2022;Logisch;00;Ja;2023-02-23T00:00:00.000;2012-02-23T00:00:00.000;2012-02-23T00:00:00.000;2012-02-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1047;2000;;2000;0;;;;;;;;;
V769TB;Bedrijfsauto;OPEL;COMBO VAN;20221031;20211222;6097;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1360;2385;1460;500;;20181031;20181031;Geen verstrekking in Open Data;24790;Ja;0;4;0;0;474;183;N1;;2385;e3*2007/46*0076*14;WXU1A;LR2BE;0;0.05;311;Nee;Nee;Nee;3385;0;2021;Logisch;00;Ja;2022-10-31T00:00:00.000;2021-12-22T00:00:00.000;2018-10-31T00:00:00.000;2018-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;COMBO-D-VAN;1025;1000;0;;;;;;;;;;;
45TRZ7;Personenauto;OPEL;CORSA;20230102;20170103;;MPV;5;BRUIN;Niet geregistreerd;4;1248;1063;1610;1163;500;500;20120330;20120330;Geen verstrekking in Open Data;17820;Ja;2;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1610;e1*2001/116*0379*19;FY11;4AADB7A7LJM5;0;0.06;251;Nee;Nee;Nee;2160;0;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2017-01-03T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
52PKRV;Personenauto;OPEL;CORSA-C;20221215;20211222;2878;hatchback;5;GEEL;Niet geregistreerd;4;1199;910;1455;1010;450;950;20040806;20040806;Geen verstrekking in Open Data;;Ja;2;4;0;0;384;0;M1;op bodemplaat by r. voorzitting;1455;e1*98/14*0148*08;BB11;1A02A3CBCA5;0;0.05;249;Nee;Nee;Nee;2360;0;2021;Logisch;00;Ja;2022-12-15T00:00:00.000;2021-12-22T00:00:00.000;2004-08-06T00:00:00.000;2004-08-06T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
56KKZ1;Personenauto;OPEL;CORSA;20230109;20100109;2746;MPV;5;ROOD;Niet geregistreerd;4;1364;1063;1615;1163;;;20100109;20100109;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1615;e1*2001/116*0379*10;SC11;1A06A8LBCC5;0;0.06;251;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-09T00:00:00.000;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
02ZGKG;Personenauto;OPEL;ASTRA STATION WAGON;20230301;20190313;5925;stationwagen;5;GRIJS;Niet geregistreerd;4;1796;1225;1870;1325;660;1300;20080125;20080125;Geen verstrekking in Open Data;25638;Ja;4;4;0;0;452;0;M1;op bodemplaat by r. voorzitting;1870;e1*2001/116*0293*07;FP11;1A03A6FABN5;0;0.08;270;Nee;Nee;Nee;3210;0;2022;Geen oordeel;07;Ja;2023-03-01T00:00:00.000;2019-03-13T00:00:00.000;2008-01-25T00:00:00.000;2008-01-25T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
KT787K;Personenauto;OPEL;ASTRA;20221128;20220217;2029;hatchback;5;ZWART;Niet geregistreerd;3;999;1163;1780;1263;610;1220;20161128;20161128;Geen verstrekking in Open Data;24370;Ja;5;4;0;0;437;0;M1;in bodemplaat r. v.;1780;e4*2007/46*0996*04;CA0ABAB12;BA1E1EANA5;0;0.06;266;Nee;Nee;Nee;3000;0;2022;Logisch;00;Ja;2022-11-28T00:00:00.000;2022-02-17T00:00:00.000;2016-11-28T00:00:00.000;2016-11-28T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;B-K;;;0;;;;;;;;;;;
99XBHR;Personenauto;OPEL;MERIVA-A;20230111;20190112;4850;MPV;5;BLAUW;Niet geregistreerd;4;1598;1275;1855;1375;675;1200;20070605;20070605;Geen verstrekking in Open Data;21358;Ja;4;4;0;0;405;0;M1;op bodemplaat by r. voorzitting;1855;e1*2001/116*0215*07;BJ11;1A02A4CBAH5;0;0.06;263;Nee;Nee;Nee;3080;0;2021;Logisch;00;Ja;2023-01-11T00:00:00.000;2019-01-12T00:00:00.000;2007-06-05T00:00:00.000;2007-06-05T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
ZJ358F;Personenauto;OPEL;KARL / VIVA;20230531;20191005;3907;hatchback;5;GRIJS;Niet geregistreerd;3;999;839;1353;939;;;20190531;20190531;Geen verstrekking in Open Data;15597;Ja;5;4;0;0;368;0;M1;;1353;e4*2007/46*0957*13;GHXXFXX;B11PA5ATB3AA;0;0.06;239;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-05-31T00:00:00.000;2019-10-05T00:00:00.000;2019-05-31T00:00:00.000;2019-05-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;D-A;;;0;;;;;;;;;;;
SV208B;Personenauto;OPEL;ZAFIRA TOURER;20230312;20180607;7561;MPV;7;ZWART;Niet geregistreerd;4;1362;1513;2340;1613;750;1250;20120309;20180607;Geen verstrekking in Open Data;33990;Ja;4;4;0;0;466;0;M1;r. voorzitting;2340;e4*2007/46*0204*06;EADCA11;BA2N4ABGA7;0;0.06;276;Nee;Nee;Nee;3665;0;2022;Geen oordeel;05;Ja;2023-03-12T00:00:00.000;2018-06-07T00:00:00.000;2012-03-09T00:00:00.000;2018-06-07T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;P-J/SW;;;0;;;;;;;;;;;
SL023B;Personenauto;OPEL;MOKKA X;20221214;20201222;6946;MPV;5;ZWART;Niet geregistreerd;4;1598;1349;1883;1449;500;1500;20180426;20180426;Geen verstrekking in Open Data;32373;Ja;4;4;0;0;428;0;M1;;1883;e4*2007/46*0537*19;JMYXFXX;C69DGXKYXXB;0;0.07;256;Nee;Nee;Nee;3383;0;2021;Logisch;00;Ja;2022-12-14T00:00:00.000;2020-12-22T00:00:00.000;2018-04-26T00:00:00.000;2018-04-26T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;J-A;;;0;;;;;;;;;;;
7TVX63;Personenauto;OPEL;AGILA;20230528;20220113;2835;stationwagen;5;GRIJS;Niet geregistreerd;4;1242;965;1485;1065;200;200;20140528;20140528;Geen verstrekking in Open Data;14684;Ja;4;4;0;0;374;0;M1;op r. schroefveerkoker onder motorkap;1485;e4*2001/116*0135*14;AF11;3AABA1AABA5;0;0.06;236;Nee;Nee;Nee;1685;0;2022;Logisch;00;Ja;2023-05-28T00:00:00.000;2022-01-13T00:00:00.000;2014-05-28T00:00:00.000;2014-05-28T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;H-B;;;0;;;;;;;;;;;
93LFL4;Personenauto;OPEL;AGILA;20230331;20100601;2166;stationwagen;5;GRIJS;Niet geregistreerd;4;1242;965;1485;1065;200;200;20100331;20100331;Geen verstrekking in Open Data;14419;Ja;4;4;0;0;374;0;M1;op r. schroefveerkoker onder motorkap;1485;e4*2001/116*0135*04;AB11;1A02A1AABA5;0;0.06;236;Nee;Nee;Nee;1685;0;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2010-06-01T00:00:00.000;2010-03-31T00:00:00.000;2010-03-31T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;H-B;;;;;;;;;;;;;;
98PJXP;Personenauto;OPEL;AGILA;20220925;20200904;1471;MPV;5;GEEL;Niet geregistreerd;4;1199;955;1450;1055;350;650;20040721;20040721;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. tegen schutbord onder motorkap;1450;e1*98/14*0141*08;AB11;1A06A4DAAA5;0;0.05;236;Nee;Nee;Nee;2127;0;2021;Logisch;00;Ja;2022-09-25T00:00:00.000;2020-09-04T00:00:00.000;2004-07-21T00:00:00.000;2004-07-21T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
XPDB36;Personenauto;OPEL;ASTRA-G;20221220;20211222;3399;sedan;5;GROEN;Niet geregistreerd;4;1598;1055;1625;1155;570;1000;19990107;19990107;Geen verstrekking in Open Data;;Ja;4;4;0;0;425;0;M1;op bodemplaat by r. voorzitting;1625;e1*97/27*0101*00;GC11;2A02AC02FDB5;0;0.05;261;Nee;Nee;Nee;2625;0;2021;Logisch;00;Ja;2022-12-20T00:00:00.000;2021-12-22T00:00:00.000;1999-01-07T00:00:00.000;1999-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
2VSN97;Bedrijfsauto;OPEL;VIVARO;20230125;20161014;7511;gesloten opbouw;3;N.v.t.;N.v.t.;4;1995;1801;2790;1901;750;;20111223;20111223;Geen verstrekking in Open Data;30418;Ja;0;4;0;0;0;190;N1;r. balk a. vooras;2790;e1*2007/46*0575*05;A0AE;E1ARG3;0;0.03;310;Nee;Nee;Nee;4790;0;2021;Logisch;00;Ja;2023-01-25T00:00:00.000;2016-10-14T00:00:00.000;2011-12-23T00:00:00.000;2011-12-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;989;2000;0;2000;0;;;;;;;;;
RR206N;Personenauto;OPEL;KARL / VIVA;20240109;20180219;1693;hatchback;5;GRIJS;Niet geregistreerd;3;999;839;1353;939;;;20180109;20180109;Geen verstrekking in Open Data;12647;Ja;5;4;0;0;368;0;M1;in motorruimte a.;1353;e4*2007/46*0957*09;DHXXFXX;B11PA5AYCC2A;0;0.06;239;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2024-01-09T00:00:00.000;2018-02-19T00:00:00.000;2018-01-09T00:00:00.000;2018-01-09T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;D-A;;;0;;;;;;;;;;;
RL432R;Personenauto;OPEL;AMPERA-E;20240108;20200504;;hatchback;5;BLAUW;Niet geregistreerd;;;1591;2056;1691;;;20180108;20180108;Geen verstrekking in Open Data;44000;Ja;5;4;0;0;416;0;M1;in motorruimte a.;2056;e13*2007/46*1777*03;GHXXFXX;A1EA5AA1;0;0.03;260;Nee;Ja;Nee;0;0;2021;Logisch;00;Ja;2024-01-08T00:00:00.000;2020-05-04T00:00:00.000;2018-01-08T00:00:00.000;2018-01-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1G0F;;;0;;;;;;;;;;;
