kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;europese_voertuigcategorie;vermogen_massarijklaar;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;subcategorie_nederland;type;aantal_zitplaatsen;aantal_cilinders;cilinderinhoud;aantal_wielen;technische_max_massa_voertuig;typegoedkeuringsnummer;wielbasis;lengte_voertuig_minimum;lengte_voertuig_maximum;breedte_voertuig_minimum;breedte_voertuig_maximum;hoogte_voertuig_minimum;hoogte_voertuig_maximum;massa_bedrijfsklaar_minimaal;massa_bedrijfsklaar_maximaal;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
T27BSZ;Land- of bosbouwtrekker;JOHN DEERE;3045R;20220125;Niet geregistreerd;N.v.t.;N.v.t.;20180630;20220125;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2022-01-25T00:00:00.000;2018-06-30T00:00:00.000;2022-01-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TLK32R;Land- of bosbouwtrekker;JOHN DEERE;6130;20211125;Niet geregistreerd;N.v.t.;N.v.t.;20080630;20210930;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;2008-06-30T00:00:00.000;2021-09-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TSZ75N;Land- of bosbouwtrekker;JOHN DEERE;855;20211130;Niet geregistreerd;N.v.t.;N.v.t.;20100630;20211124;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-30T00:00:00.000;2010-06-30T00:00:00.000;2021-11-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TDJ29F;Land- of bosbouwtrekker;JOHN DEERE;6420;20210218;Niet geregistreerd;N.v.t.;N.v.t.;20060630;20210218;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-02-18T00:00:00.000;2006-06-30T00:00:00.000;2021-02-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
THD65N;Land- of bosbouwtrekker;JOHN DEERE;1140;20210617;Niet geregistreerd;N.v.t.;N.v.t.;19810630;20210617;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-06-17T00:00:00.000;1981-06-30T00:00:00.000;2021-06-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
T31BSZ;Land- of bosbouwtrekker;JOHN DEERE;3320;20220125;Niet geregistreerd;N.v.t.;N.v.t.;20050630;20220125;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2022-01-25T00:00:00.000;2005-06-30T00:00:00.000;2022-01-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TKJ37F;Land- of bosbouwtrekker;JOHN DEERE;1040;20210906;Niet geregistreerd;N.v.t.;N.v.t.;19850630;20210906;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-09-06T00:00:00.000;1985-06-30T00:00:00.000;2021-09-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRF87D;Land- of bosbouwtrekker;JOHN DEERE;6010SE;20211105;Niet geregistreerd;N.v.t.;N.v.t.;20010630;20211105;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-05T00:00:00.000;2001-06-30T00:00:00.000;2021-11-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTJ63N;Land- of bosbouwtrekker;JOHN DEERE;7700;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19910630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1991-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRX25G;Land- of bosbouwtrekker;JOHN DEERE;3040;20211115;Niet geregistreerd;N.v.t.;N.v.t.;19830630;20211115;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-15T00:00:00.000;1983-06-30T00:00:00.000;2021-11-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTK32F;Land- of bosbouwtrekker;JOHN DEERE;1630;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19800630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1980-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTH74Z;Land- of bosbouwtrekker;JOHN DEERE;1030;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19750630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1975-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTJ73V;Land- of bosbouwtrekker;JOHN DEERE;6930;20211129;Niet geregistreerd;N.v.t.;N.v.t.;20110630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2011-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB66D;Land- of bosbouwtrekker;JOHN DEERE;6410;20211125;Niet geregistreerd;N.v.t.;N.v.t.;20010630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;2001-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTF94N;Land- of bosbouwtrekker;JOHN DEERE;6510;20211126;Niet geregistreerd;N.v.t.;N.v.t.;19990630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;1999-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTJ62X;Land- of bosbouwtrekker;JOHN DEERE;1630;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19770630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1977-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRB01F;Land- of bosbouwtrekker;JOHN DEERE;2130;20211104;Niet geregistreerd;N.v.t.;N.v.t.;19760630;20211104;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-04T00:00:00.000;1976-06-30T00:00:00.000;2021-11-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRZ42D;Motorrijtuig met beperkte snelheid;JOHN DEERE;997;20211115;Niet geregistreerd;N.v.t.;N.v.t.;20140630;20211115;Geen verstrekking in Open Data;Nee;Z;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-15T00:00:00.000;2014-06-30T00:00:00.000;2021-11-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;Maaimachine;;;;;;;;;;;;;;;;;;;;;
TDV52F;Land- of bosbouwtrekker;JOHN DEERE;2030;20210310;Niet geregistreerd;N.v.t.;N.v.t.;19850630;20210310;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-03-10T00:00:00.000;1985-06-30T00:00:00.000;2021-03-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
THT31Z;Land- of bosbouwtrekker;JOHN DEERE;6120M;20210713;Niet geregistreerd;N.v.t.;N.v.t.;20200630;20210713;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-07-13T00:00:00.000;2020-06-30T00:00:00.000;2021-07-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTL83J;Land- of bosbouwtrekker;JOHN DEERE;1120;20211130;Niet geregistreerd;N.v.t.;N.v.t.;19700630;20211130;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-30T00:00:00.000;1970-06-30T00:00:00.000;2021-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB89F;Land- of bosbouwtrekker;JOHN DEERE;1040;20211125;Niet geregistreerd;N.v.t.;N.v.t.;19830630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1983-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTG25P;Land- of bosbouwtrekker;JOHN DEERE;3025E;20211126;Niet geregistreerd;N.v.t.;N.v.t.;20200630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;2020-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTJ73N;Land- of bosbouwtrekker;JOHN DEERE;1020;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19700630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1970-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTJ82P;Land- of bosbouwtrekker;JOHN DEERE;6400;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19930630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1993-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TPS59J;Land- of bosbouwtrekker;JOHN DEERE;GATOR 4X2;20211102;Niet geregistreerd;N.v.t.;N.v.t.;19990630;20211102;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-02T00:00:00.000;1999-06-30T00:00:00.000;2021-11-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB11K;Land- of bosbouwtrekker;JOHN DEERE;2140;20211125;Niet geregistreerd;N.v.t.;N.v.t.;19840630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1984-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TSK44X;Land- of bosbouwtrekker;JOHN DEERE;GATOR 4X2;20211119;Niet geregistreerd;N.v.t.;N.v.t.;20040630;20211119;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-19T00:00:00.000;2004-06-30T00:00:00.000;2021-11-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB70X;Land- of bosbouwtrekker;JOHN DEERE;2040;20211125;Niet geregistreerd;N.v.t.;N.v.t.;19820630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1982-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTH75F;Land- of bosbouwtrekker;JOHN DEERE;6135R;20211129;Niet geregistreerd;N.v.t.;N.v.t.;20200630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2020-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTG01P;Land- of bosbouwtrekker;JOHN DEERE;2040S;20211126;Niet geregistreerd;N.v.t.;N.v.t.;19820630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;1982-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TFH06L;Land- of bosbouwtrekker;JOHN DEERE;6810;20210329;Niet geregistreerd;N.v.t.;N.v.t.;20010630;20210329;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-03-29T00:00:00.000;2001-06-30T00:00:00.000;2021-03-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
8GV268;Land- of bosbouwtrekker;JOHN DEERE;6155R;20211129;Niet geregistreerd;N.v.t.;N.v.t.;20180630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2018-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TSN66X;Land- of bosbouwtrekker;JOHN DEERE;2650;20211122;Niet geregistreerd;N.v.t.;N.v.t.;19880630;20211122;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-22T00:00:00.000;1988-06-30T00:00:00.000;2021-11-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
0GV205;Land- of bosbouwtrekker;JOHN DEERE;R;20210429;Niet geregistreerd;N.v.t.;N.v.t.;19510630;20210429;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-04-29T00:00:00.000;1951-06-30T00:00:00.000;2021-04-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTG03R;Land- of bosbouwtrekker;JOHN DEERE;B;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19460630;20211129;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1946-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTF03J;Land- of bosbouwtrekker;JOHN DEERE;2120;20211126;Niet geregistreerd;N.v.t.;N.v.t.;19700630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;1970-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TPZ01P;Land- of bosbouwtrekker;JOHN DEERE;6430;20211104;Niet geregistreerd;N.v.t.;N.v.t.;20080630;20211104;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-04T00:00:00.000;2008-06-30T00:00:00.000;2021-11-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTD66V;Land- of bosbouwtrekker;JOHN DEERE;1905;20211125;Niet geregistreerd;N.v.t.;N.v.t.;20040630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;2004-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TNZ65J;Land- of bosbouwtrekker;JOHN DEERE;3036E;20211025;Niet geregistreerd;N.v.t.;N.v.t.;20170630;20211025;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-25T00:00:00.000;2017-06-30T00:00:00.000;2021-10-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
65GV28;Land- of bosbouwtrekker;JOHN DEERE;7430;20211025;Niet geregistreerd;N.v.t.;N.v.t.;20080630;20211025;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-25T00:00:00.000;2008-06-30T00:00:00.000;2021-10-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTG16L;Land- of bosbouwtrekker;JOHN DEERE;6100;20211126;Niet geregistreerd;N.v.t.;N.v.t.;19960630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;1996-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
