kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;maximale_constructiesnelheid;laadvermogen;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;bruto_bpm;aantal_zitplaatsen;aantal_cilinders;cilinderinhoud;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;vermogen_massarijklaar;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;vervaldatum_apk_dt;hoogte_voertuig;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;aantal_staanplaatsen;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;aanhangwagen_middenas_geremd;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;aanhangwagen_autonoom_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;subcategorie_nederland;hoogte_voertuig_minimum;hoogte_voertuig_maximum;afwijkende_maximum_snelheid
WS32XJ;Aanhangwagen;ANSSEMS;BS1;20151104;open wagen;N.v.t.;N.v.t.;320;1300;19980618;19980618;Geen verstrekking in Open Data;N.v.t.;100;980;;2;368;;;178;O2;r. op trekdriehoek 060 cm a. hart koppeling;1300;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-11-04T00:00:00.000;1998-06-18T00:00:00.000;1998-06-18T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J685HJ;Personenauto;VOLKSWAGEN;T-ROC;20201120;stationwagen;WIT;Niet geregistreerd;1250;1860;20200626;20201120;Geen verstrekking in Open Data;Ja;205;;5;4;0;0;0;182;M1;;1860;0;259;Nee;Nee;Nee;3360;Geen oordeel;05;Ja;2020-11-20T00:00:00.000;2020-06-26T00:00:00.000;2020-11-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240626;4165;5;4;1498;1350;670;1500;39099;A1;e13*2007/46*1845*12;DPCAX0AC40;FD7FD7CW0024BF1AANN;0.08;0;0;2021;2024-06-26T00:00:00.000;;;;;;;;;;;;;;;;;;
N315XP;Personenauto;KIA;NIRO;20220219;stationwagen;GRIJS;Niet geregistreerd;1390;1930;20220219;20220219;Geen verstrekking in Open Data;Ja;162;;5;4;0;0;436;181;M1;;1930;0;270;Nee;Nee;Nee;3230;Logisch;00;Ja;2022-02-19T00:00:00.000;2022-02-19T00:00:00.000;2022-02-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20260219;1898;5;4;1580;1490;600;1300;31555;DE;e4*2007/46*1139*12;C5P11;D61CY1;0.05;0;0;2022;2026-02-19T00:00:00.000;154;A;20211231;2021-12-31T00:00:00.000;;;;;;;;100;;;;;;
05MHFL;Motorfiets;HARLEY DAVIDSON;FLHTK;20170318;Niet geregistreerd;N.v.t.;N.v.t.;407;;20130630;20170318;Geen verstrekking in Open Data;Ja;;;;2;;;;;L3;r. by frame;;;164;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2017-03-18T00:00:00.000;2013-06-30T00:00:00.000;2017-03-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;4309;2;2;1688;414;;;;;;;;0.15;;;;;;;;;;;;;e;e;;;;;;;;
VDK66J;Bedrijfsauto;VOLKSWAGEN;CADDY MODIFIED PARTITION WALL;20200102;gesloten opbouw;N.v.t.;N.v.t.;1394;2152;20200102;20200102;Geen verstrekking in Open Data;Ja;152;758;3;4;0;448;441;179;N1;;2152;0;268;Nee;Nee;Nee;3552;Logisch;00;Ja;2020-01-02T00:00:00.000;2020-01-02T00:00:00.000;2020-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230102;6446;2;4;1968;1494;690;;26260;2KN-PON;e4*2007/46*1480*01;BBDFSFX0;N0J2FM5FM5A4057N1SN2VR24BGG2NLL1AAZ;0.04;0;0;2021;2023-01-02T00:00:00.000;;;;;;;;1400;;;;;;;;;;
L031HL;Personenauto;PEUGEOT;3008;20210525;MPV;GRIJS;Niet geregistreerd;1245;1930;20170329;20210525;Geen verstrekking in Open Data;Ja;188;;5;4;0;0;445;184;M1;;1930;2;268;Nee;Nee;Nee;3130;Geen oordeel;05;Ja;2021-05-25T00:00:00.000;2017-03-29T00:00:00.000;2021-05-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230525;1285;5;3;1199;1345;670;1200;35710;M;e2*2007/46*0534*02;R;HNYW-C1F000;0.07;0;0;2021;2023-05-25T00:00:00.000;;;;;;;;;;;;;;;;;;
K465SH;Personenauto;VOLKSWAGEN;GOLF;20210217;stationwagen;WIT;Niet geregistreerd;1215;1800;20200824;20210217;Geen verstrekking in Open Data;Ja;214;;5;4;0;0;0;179;M1;;1800;0;262;Nee;Nee;Nee;3200;Geen oordeel;05;Ja;2021-02-17T00:00:00.000;2020-08-24T00:00:00.000;2021-02-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240824;1924;5;4;1498;1315;650;1400;34861;CD;e1*2007/46*2014*02;ACDPBAX0;FM6FM6AJ015N4BFOVL1BVR2AG;0.07;0;0;2022;2024-08-24T00:00:00.000;;;;;;;;;;;;;;;;;;
WXTR24;Aanhangwagen;SARIS;P;20070721;open wagen;N.v.t.;N.v.t.;405;2000;20070721;20070721;Geen verstrekking in Open Data;N.v.t.;100;1595;0;0;398;0;0;156;O2;tegen r. balk 115 cm v. hart asstel;2000;0;70;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2007-07-21T00:00:00.000;2007-07-21T00:00:00.000;2007-07-21T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H535BX;Personenauto;SEAT;IBIZA;20200416;hatchback;GRIJS;Niet geregistreerd;1034;1560;20200123;20200123;Geen verstrekking in Open Data;Ja;182;;5;4;0;0;406;178;M1;;1560;0;255;Nee;Nee;Nee;2560;Logisch;00;Ja;2020-04-16T00:00:00.000;2020-01-23T00:00:00.000;2020-01-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240123;3252;5;3;999;1134;560;1000;20515;KJ;e9*2007/46*3134*18;BDKLA;FM5SFM5DF0027CP2A1CA;0.06;0;0;2020;2024-01-23T00:00:00.000;144;B;;;;;;;;;;;;;;;;
FJK42R;Bromfiets;HM;50R;20211121;N.v.t.;N.v.t.;N.v.t.;93;260;20161027;20211121;Geen verstrekking in Open Data;Ja;43;;0;2;0;0;0;0;L1;;260;0;138;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-11-21T00:00:00.000;2016-10-27T00:00:00.000;2021-11-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;1;1;50;99;;;;50R;e13*2002/24*0366*00;AC;M;0.01;0;;;;;;20211018;2021-10-18T00:00:00.000;;;;;e;e;;;;;;;;
WT60GZ;Aanhangwagen;HOME-CAR;49 H;20100911;caravan;N.v.t.;N.v.t.;1035;1300;19980407;19980407;Geen verstrekking in Open Data;N.v.t.;100;265;;2;688;;;229;O2;r. op trekdriehoek 080 cm a. hart koppeling;1300;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2010-09-11T00:00:00.000;1998-04-07T00:00:00.000;1998-04-07T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WD51KK;Aanhangwagen;HENRA;H 20 V;20150623;open wagen;N.v.t.;N.v.t.;428;2000;19891030;19891030;Geen verstrekking in Open Data;N.v.t.;100;1572;;2;403;;;180;O2;tegen r. balk 130 cm v. hart asstel;2000;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-06-23T00:00:00.000;1989-10-30T00:00:00.000;1989-10-30T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LKB80B;Land- of bosb aanhw of getr uitr stuk;KRONE;MX 350 GL;20211129;Niet geregistreerd;N.v.t.;N.v.t.;;;20100630;20211129;Geen verstrekking in Open Data;Nee;40;;;;;;;;R;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2010-06-30T00:00:00.000;2021-11-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35WZ04;Aanhangwagen;SOLIDE;C 2000 MR;20050819;open wagen;N.v.t.;N.v.t.;466;2000;19881110;19881110;Geen verstrekking in Open Data;N.v.t.;100;1534;;2;413;;;183;O2;r. tegen voorste dwarsbalk;2000;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2005-08-19T00:00:00.000;1988-11-10T00:00:00.000;1988-11-10T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02WL27;Aanhangwagen;JUMBO;MV200C1;20081006;gesloten opbouw;N.v.t.;N.v.t.;11180;20000;19860520;19860520;Geen verstrekking in Open Data;N.v.t.;100;8820;;;1165;;1170;255;O4;tegen r. balk 100 cm v. achteras;20000;;773;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2008-10-06T00:00:00.000;1986-05-20T00:00:00.000;1986-05-20T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230125;;;;;;;;;;;;;;;;;2023-01-25T00:00:00.000;;;;;;;;;;;;;;;;;;
G206ZB;Personenauto;TESLA;MODEL 3;20191229;sedan;WIT;Niet geregistreerd;1831;2305;20191229;20191229;Geen verstrekking in Open Data;Ja;233;;4;4;0;0;469;185;M1;;2305;0;288;Nee;Ja;Nee;0;Logisch;00;Ja;2019-12-29T00:00:00.000;2019-12-29T00:00:00.000;2019-12-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20231229;;5;;;1931;;;60680;003;e4*2007/46*1293*06;E3D;BB1N;0.03;0;0;2022;2023-12-29T00:00:00.000;144;;;;;;;;;;;;;;;;;
P869HT;Personenauto;DACIA;JOGGER;20220318;stationwagen;GRIJS;Niet geregistreerd;1198;1724;20220318;20220318;Geen verstrekking in Open Data;Ja;175;;5;4;;;455;178;M1;;1724;0;290;Nee;Nee;Nee;2924;Logisch;00;Ja;2022-03-18T00:00:00.000;2022-03-18T00:00:00.000;2022-03-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20250318;3243;5;3;999;1298;645;1200;22182;DJF;e19*2007/46*0026*09;RES;MT6UA4JM5200;0.06;;;2022;2025-03-18T00:00:00.000;163;A;20220317;2022-03-17T00:00:00.000;;;;;;;;75;Af-fabriek gasinstallatie;;;;;
48WBD3;Middenasaanhangwagen;FENDT CARAVAN;BIANCO 515;20210804;caravan;N.v.t.;N.v.t.;1400;2000;20210804;20210804;Geen verstrekking in Open Data;N.v.t.;100;600;0;2;748;0;753;232;O2;;2000;0;430;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-08-04T00:00:00.000;2021-08-04T00:00:00.000;2021-08-04T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;FCEA1;e1*2007/46*0463*10;200515;G3;;0;0;;;;;;;;;;;;;;;;;;;;
WK27KG;Aanhangwagen;ANSSEMS;B-S 2700;20030325;gesloten opbouw;N.v.t.;N.v.t.;860;2700;19930827;19930827;Geen verstrekking in Open Data;N.v.t.;100;1840;;2;418;;;202;O2;r. op trekdriehoek 060 cm a. hart koppeling;2700;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2003-03-25T00:00:00.000;1993-08-27T00:00:00.000;1993-08-27T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78WDZF;Aanhangwagen;HARBECK;BT 2500 AL DRACHENBOOT;20090618;voor vervoer boten;N.v.t.;N.v.t.;410;2700;20090602;20090618;Geen verstrekking in Open Data;N.v.t.;100;2290;;;663;;;205;O2;r. balk a. hart koppeling;2700;;553;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2009-06-18T00:00:00.000;2009-06-02T00:00:00.000;2009-06-18T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LBJ15J;Land- of bosb aanhw of getr uitr stuk;KAWECO;ECO TANK 7000 LITER;20210218;Niet geregistreerd;N.v.t.;N.v.t.;;;19900630;20210218;Geen verstrekking in Open Data;Nee;40;;;;;;;;R;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-02-18T00:00:00.000;1990-06-30T00:00:00.000;2021-02-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N531XD;Personenauto;BMW;IX XDRIVE40;20220119;stationwagen;ZWART;Niet geregistreerd;2340;3010;20220119;20220119;Geen verstrekking in Open Data;Ja;200;;4;4;0;0;495;197;M1;;3010;0;300;Nee;Nee;Nee;5510;Logisch;00;Ja;2022-01-19T00:00:00.000;2022-01-19T00:00:00.000;2022-01-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20260119;;5;;;2440;750;2500;105303;BMWI-N;e1*2018/858*00109*00;11CF;0AW5000A;0.04;0;0;2022;2026-01-19T00:00:00.000;170;;20211229;2021-12-29T00:00:00.000;;;;;;;;100;;;;;;
23WDBG;Aanhangwagen;DRAF;MD24-24;20130627;voor vervoer voertuigen;N.v.t.;N.v.t.;6900;24000;20081008;20081008;Geen verstrekking in Open Data;N.v.t.;100;17100;;;1098;;1103;255;O4;r. balk by vooras;24000;;279;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2013-06-27T00:00:00.000;2008-10-08T00:00:00.000;2008-10-08T00:00:00.000;1000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220425;;;;;;;;;;;;;;;;;2022-04-25T00:00:00.000;;;;;;;;;;;;;;;;;;
H718NB;Personenauto;HYUNDAI;KONA;20200313;MPV;GRIJS;Niet geregistreerd;1198;1775;20200313;20200313;Geen verstrekking in Open Data;Ja;181;;5;4;0;0;417;180;M1;;1775;0;260;Nee;Nee;Nee;2975;Logisch;00;Ja;2020-03-13T00:00:00.000;2020-03-13T00:00:00.000;2020-03-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240313;6374;5;3;998;1298;600;1200;29547;OS;e4*2007/46*1259*05;F5P11;M61A11;0.07;0;0;2022;2024-03-13T00:00:00.000;155;C;;;;;;;;;;;;;;;;
WF85ZP;Aanhangwagen;BOLLE;B.E.3010C;20170117;brandweerwagen;N.v.t.;N.v.t.;2960;3000;19910204;19910204;Geen verstrekking in Open Data;N.v.t.;100;40;;2;75;;;165;O2;op trekboom 230 cm v. hart asstel;3000;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2017-01-17T00:00:00.000;1991-02-04T00:00:00.000;1991-02-04T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VFR01G;Bedrijfsauto;MERCEDES-BENZ;SPRINTER;20200323;gesloten opbouw;N.v.t.;N.v.t.;2183;3500;20200323;20200323;Geen verstrekking in Open Data;Ja;160;1317;6;4;0;613;593;202;N1;;3500;0;367;Nee;Nee;Nee;7000;Logisch;00;Ja;2020-03-23T00:00:00.000;2020-03-23T00:00:00.000;2020-03-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230323;15599;2;4;2143;2283;750;;64791;906BB35;e1*2007/46*0301*20;L2MD1350AXX;QF3A43D2B0XX;0.05;0;0;2021;2023-03-23T00:00:00.000;262;;;;;;;3500;;;3500;;;;;;;
85MPFB;Motorfiets;PIAGGIO;VESPA GTS;20210528;Niet geregistreerd;N.v.t.;N.v.t.;153;340;20210528;20210528;Geen verstrekking in Open Data;Ja;120;;0;2;0;0;195;76;L3;;340;0;138;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-05-28T00:00:00.000;2021-05-28T00:00:00.000;2021-05-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;766;2;1;278;160;;;6859;MD3C;e9*168/2013*11663*00;1;01;0.11;0;0;;;117;;;;;;;;e;e;;;;;;;;
G827RF;Personenauto;VOLKSWAGEN;GOLF;20191128;stationwagen;WIT;Niet geregistreerd;1133;1790;20100310;20191128;Geen verstrekking in Open Data;Ja;190;;5;4;0;0;0;179;M1;;1790;0;258;Nee;Nee;Nee;3040;Geen oordeel;05;Ja;2019-11-28T00:00:00.000;2010-03-10T00:00:00.000;2019-11-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220630;65;5;4;1197;1233;610;1200;28500;1K;e1*2001/116*0242*33;ACCBZBX0;FM6FM6AJ008N7MGN1;0.06;0;0;2021;2022-06-30T00:00:00.000;;B;;;;;;;;;;;;;;;;
LKR07L;Land- of bosb aanhw of getr uitr stuk;BIJLSMA HERCULES;10000;20211209;Niet geregistreerd;N.v.t.;N.v.t.;;;20060630;20211209;Geen verstrekking in Open Data;Nee;40;;;;;;;;R;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-12-09T00:00:00.000;2006-06-30T00:00:00.000;2021-12-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LHX68H;Land- of bosb aanhw of getr uitr stuk;GIJZEN;ONBEKEND;20211108;Niet geregistreerd;N.v.t.;N.v.t.;;;19940630;20211108;Geen verstrekking in Open Data;Nee;40;;;;;;;;S;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-11-08T00:00:00.000;1994-06-30T00:00:00.000;2021-11-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
K354FN;Personenauto;HYUNDAI;KONA;20210825;MPV;BLAUW;Niet geregistreerd;1660;2170;20201230;20201230;Geen verstrekking in Open Data;Ja;167;;5;4;0;0;418;180;M1;;2170;0;260;Nee;Nee;Nee;2470;Logisch;00;Ja;2021-08-25T00:00:00.000;2020-12-30T00:00:00.000;2020-12-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20241230;;5;;;1760;300;300;42505;OSE;e4*2007/46*1522*00;F5E11;E11B11;0.02;0;0;2021;2024-12-30T00:00:00.000;157;;;;;;;;;;;;;;;;;
P123DT;Personenauto;FORD;KUGA;20220212;MPV;GRIJS;Niet geregistreerd;1744;2320;20210218;20220211;Geen verstrekking in Open Data;Ja;200;;4;4;0;0;0;188;M1;;2320;2;271;Nee;Nee;Nee;3820;Geen oordeel;05;Ja;2022-02-12T00:00:00.000;2021-02-18T00:00:00.000;2022-02-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20250218;652;5;4;2488;1844;750;1500;49440;DFK;e13*2007/46*2188*05;BGDA1HX;566DA6AP6AF;0.02;0;0;2022;2025-02-18T00:00:00.000;;;20220210;2022-02-10T00:00:00.000;;;;;;;;;;;;;;
