kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;type_gasinstallatie;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_middenas_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;aanhangwagen_autonoom_geremd
11NVK1;Personenauto;SUBARU;LEGACY;20220816;20200202;10317;stationwagen;5;GRIJS;Niet geregistreerd;4;2457;1435;1970;1535;750;1800;20071120;20101123;Geen verstrekking in Open Data;;Ja;4;4;0;0;473;0;M1;r. tegen schutbord onder motorkap;1970;;e1*2001/116*0228*07;BP9;5D0;1;0.08;267;Nee;Nee;Nee;3770;0;2022;Geen oordeel;05;Ja;2022-08-16T00:00:00.000;2020-02-02T00:00:00.000;2007-11-20T00:00:00.000;2010-11-23T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
60TBN5;Personenauto;SUBARU;LEGACY;20230125;20210125;11270;stationwagen;5;WIT;Niet geregistreerd;4;1998;1532;2075;1632;750;1700;20120117;20120117;Geen verstrekking in Open Data;41789;Ja;4;4;0;0;478;0;M1;r. schutbord;2075;BM/BR;e1*2007/46*0079*04;BRD;030;0;0.07;275;Nee;Nee;Nee;3775;0;2021;Logisch;00;Ja;2023-01-25T00:00:00.000;2021-01-25T00:00:00.000;2012-01-17T00:00:00.000;2012-01-17T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
RN397N;Personenauto;SUBARU;FORESTER;20240105;20180105;9181;stationwagen;5;WIT;Niet geregistreerd;4;1995;1500;2015;1600;750;2000;20180105;20180105;Geen verstrekking in Open Data;44791;Ja;4;4;0;0;0;0;M1;in bodemplaat r. v.;2015;SJ;e13*2007/46*1305*07;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2021;Logisch;00;Ja;2024-01-05T00:00:00.000;2018-01-05T00:00:00.000;2018-01-05T00:00:00.000;2018-01-05T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
31GZBS;Personenauto;SUBARU;FORESTER;20230129;20220331;6159;stationwagen;5;BLAUW;GRIJS;4;1994;1320;1875;1420;500;1500;20010620;20010620;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e13*98/14*0029*02;SF5;010;1;0.06;253;Nee;Nee;Nee;3375;0;2022;Logisch;00;Ja;2023-01-29T00:00:00.000;2022-03-31T00:00:00.000;2001-06-20T00:00:00.000;2001-06-20T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
37LNFN;Personenauto;SUBARU;FORESTER;20230306;20040206;8537;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1385;1950;1485;740;1800;20030306;20030306;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1950;;e13*98/14*0087*00;SGT;010;0;0.09;253;Nee;Nee;Nee;3750;0;2022;Logisch;00;Ja;2023-03-06T00:00:00.000;2004-02-06T00:00:00.000;2003-03-06T00:00:00.000;2003-03-06T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
1SXF39;Personenauto;SUBARU;FORESTER;20230121;20150930;10657;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1465;2015;1565;750;1500;20140121;20140121;Geen verstrekking in Open Data;41790;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*07;SH5;5F0;1;0.07;262;Nee;Nee;Nee;3515;0;2021;Logisch;00;Ja;2023-01-21T00:00:00.000;2015-09-30T00:00:00.000;2014-01-21T00:00:00.000;2014-01-21T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
ZDPS47;Personenauto;SUBARU;IMPREZA;20191019;20220217;5277;sedan;5;BLAUW;Niet geregistreerd;4;1994;1230;1750;1330;500;1200;19990409;19990409;Geen verstrekking in Open Data;;Nee;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1750;;e13*96/79*0026*02;GCT;110;1;0.12;252;Nee;Nee;Nee;2950;0;2019;Onlogisch;04;Ja;2019-10-19T00:00:00.000;2022-02-17T00:00:00.000;1999-04-09T00:00:00.000;1999-04-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
HHXJ86;Personenauto;SUBARU;VIVIO GLI ECVT U9;20221117;20211222;1561;hatchback;;ROOD;Niet geregistreerd;4;658;670;1110;770;335;500;19940106;19940106;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1110;;;;;0;0.04;231;Nee;Nee;Nee;1610;;2021;Geen oordeel;01;Ja;2022-11-17T00:00:00.000;2021-12-22T00:00:00.000;1994-01-06T00:00:00.000;1994-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
HF929S;Personenauto;SUBARU;BRZ;20240130;20211222;12973;coupe;4;ZWART;Niet geregistreerd;4;1998;1205;1670;1305;;;20151029;20151029;Geen verstrekking in Open Data;43789;Ja;2;4;0;0;424;0;M1;r. dwarsbalk by voorzitting;1670;ZC;e13*2007/46*1281*00;ZC6;050;0;0.11;257;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2024-01-30T00:00:00.000;2021-12-22T00:00:00.000;2015-10-29T00:00:00.000;2015-10-29T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
PF193G;Personenauto;SUBARU;FORESTER;20230110;20180110;8143;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1455;2015;1555;750;2000;20120206;20180110;Geen verstrekking in Open Data;36789;Ja;4;4;0;0;456;0;M1;by schutbord;2015;SHS;e1*2001/116*0485*06;SH5;0F0;0;0.07;262;Nee;Nee;Nee;4015;0;2021;Geen oordeel;05;Ja;2023-01-10T00:00:00.000;2018-01-10T00:00:00.000;2012-02-06T00:00:00.000;2018-01-10T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
34SJHV;Personenauto;SUBARU;FORESTER;20230119;20141230;9589;stationwagen;5;ZWART;Niet geregistreerd;4;1994;1425;1950;1525;750;1950;20060119;20060119;Geen verstrekking in Open Data;38889;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1950;;e13*98/14*0087*01;SGT;510;0;0.09;253;Nee;Nee;Nee;3900;0;2021;Logisch;00;Ja;2023-01-19T00:00:00.000;2014-12-30T00:00:00.000;2006-01-19T00:00:00.000;2006-01-19T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
JJ261X;Personenauto;SUBARU;LEGACY;20231222;20190823;10022;stationwagen;5;GRIJS;Niet geregistreerd;4;2498;1573;2100;1673;750;2000;20160407;20160407;Geen verstrekking in Open Data;46890;Ja;4;4;0;0;482;0;M1;in bodemplaat r. v.;2100;B6;e1*2007/46*1320*01;BS9;C8L;0;0.08;275;Nee;Nee;Nee;4100;0;2021;Logisch;00;Ja;2023-12-22T00:00:00.000;2019-08-23T00:00:00.000;2016-04-07T00:00:00.000;2016-04-07T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
FJFT41;Personenauto;SUBARU;SVX U9;20221222;20130227;;coupe;;ROOD;Niet geregistreerd;6;3319;1610;2045;1710;500;1200;19920722;19920722;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;2045;;;;;0;0.1;261;Nee;Nee;Nee;3245;;2021;Geen oordeel;07;Ja;2022-12-22T00:00:00.000;2013-02-27T00:00:00.000;1992-07-22T00:00:00.000;1992-07-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
46XDZ6;Personenauto;SUBARU;OUTBACK;20230228;20120521;65415;stationwagen;5;GRIJS;Niet geregistreerd;4;2457;1651;2080;1751;453;1224;20110228;20120521;Geen verstrekking in Open Data;103678;Ja;4;4;;;;;M1;r. schutbord motorruimte;2080;;;;;;0.07;275;Nee;Nee;Nee;;;2022;Geen oordeel;05;Ja;2023-02-28T00:00:00.000;2012-05-21T00:00:00.000;2011-02-28T00:00:00.000;2012-05-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;;;
07NTFS;Personenauto;SUBARU;LEGACY;20220730;20211222;7001;stationwagen;5;BLAUW;Niet geregistreerd;4;1994;1410;1895;1510;500;1600;20050125;20050125;Geen verstrekking in Open Data;;Ja;4;4;0;0;468;0;M1;r. tegen schutbord onder motorkap;1895;;e1*98/14*0108*04;BH5;020;1;0.06;265;Nee;Nee;Nee;3495;0;2021;Logisch;00;Ja;2022-07-30T00:00:00.000;2021-12-22T00:00:00.000;2005-01-25T00:00:00.000;2005-01-25T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
4TKR23;Personenauto;SUBARU;IMPREZA WRX;20150531;20220217;5757;sedan;5;GEEL;Niet geregistreerd;4;1994;1220;;1320;;;19970621;20140305;Geen verstrekking in Open Data;;Nee;2;4;;;;;M1;r. schutbord;;;;;;;0.12;252;Nee;Nee;Nee;;;2020;Geen oordeel;05;Ja;2015-05-31T00:00:00.000;2022-02-17T00:00:00.000;1997-06-21T00:00:00.000;2014-03-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;;;
9XHR37;Personenauto;SUBARU;LEGACY;20220820;20181115;16472;stationwagen;5;GRIJS;Niet geregistreerd;4;1998;1599;2130;1699;750;1700;20140807;20140807;Geen verstrekking in Open Data;57490;Ja;4;4;0;0;479;0;M1;r. schutbord;2130;BM/BR;e1*2007/46*0079*09;BRD;5Y0;0;0.06;275;Nee;Nee;Nee;3830;0;2022;Logisch;00;Ja;2022-08-20T00:00:00.000;2018-11-15T00:00:00.000;2014-08-07T00:00:00.000;2014-08-07T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
36NKVB;Personenauto;SUBARU;FORESTER;20221207;20220217;8537;stationwagen;5;ROOD;Niet geregistreerd;4;1994;1405;1950;1505;740;1800;20031107;20031107;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1950;;e13*98/14*0087*01;SGT;010;0;0.09;253;Nee;Nee;Nee;3750;0;2021;Logisch;00;Ja;2022-12-07T00:00:00.000;2022-02-17T00:00:00.000;2003-11-07T00:00:00.000;2003-11-07T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
79GLSV;Personenauto;SUBARU;LEGACY;20230221;20200307;5284;stationwagen;5;GROEN;Niet geregistreerd;4;1994;1335;1895;1435;500;1600;20010126;20010126;Geen verstrekking in Open Data;;Ja;4;4;0;0;468;0;M1;r. tegen schutbord onder motorkap;1895;;e1*98/14*0108*00;BH5;010;0;0.06;265;Nee;Nee;Nee;3495;0;2022;Logisch;00;Ja;2023-02-21T00:00:00.000;2020-03-07T00:00:00.000;2001-01-26T00:00:00.000;2001-01-26T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
61TSLF;Personenauto;SUBARU;FORESTER;20220613;20220215;10322;stationwagen;5;ROOD;Niet geregistreerd;4;2457;1460;2000;1560;750;2000;20070104;20070104;Geen verstrekking in Open Data;;Ja;4;4;0;0;449;0;M1;r. op schutbord onder motorkap;2000;;e13*98/14*0087*03;SG9;050;0;0.11;253;Nee;Nee;Nee;4000;0;2021;Logisch;00;Ja;2022-06-13T00:00:00.000;2022-02-15T00:00:00.000;2007-01-04T00:00:00.000;2007-01-04T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
83NBS6;Personenauto;SUBARU;IMPREZA;20220611;20210611;5379;stationwagen;5;GRIJS;Niet geregistreerd;4;1498;1285;1850;1385;650;1500;20100903;20100903;Geen verstrekking in Open Data;24590;Ja;4;4;0;0;442;0;M1;midden tegen schutbord onder motorkap;1850;G3;e1*2001/116*0438*06;GH3;020;0;0.06;262;Nee;Nee;Nee;3350;0;2021;Logisch;00;Ja;2022-06-11T00:00:00.000;2021-06-11T00:00:00.000;2010-09-03T00:00:00.000;2010-09-03T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
JS550N;Personenauto;SUBARU;LEGACY;20230308;20210420;8558;stationwagen;5;GRIJS;Niet geregistreerd;4;2457;1420;1960;1520;750;1800;20070806;20160706;Geen verstrekking in Open Data;;Ja;4;4;;;;;M1;r. tegen schutbord onder motorkap;1960;BL/BP;;;;;0.08;267;Nee;Nee;Nee;3760;;2022;Geen oordeel;05;Ja;2023-03-08T00:00:00.000;2021-04-20T00:00:00.000;2007-08-06T00:00:00.000;2016-07-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
79ZNK6;Personenauto;SUBARU;SUBARU XV;20230104;20130104;7592;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1325;1940;1425;650;1600;20130104;20130104;Geen verstrekking in Open Data;31189;Ja;4;4;0;0;445;0;M1;r. bodemplaat by voorzitting;1940;G4;e1*2007/46*0597*01;GX7;0C0;0;0.08;264;Nee;Nee;Nee;3540;0;2021;Logisch;00;Ja;2023-01-04T00:00:00.000;2013-01-04T00:00:00.000;2013-01-04T00:00:00.000;2013-01-04T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
76DSJP;Personenauto;SUBARU;FORESTER;20221222;20190331;6544;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1380;1935;1480;500;1800;19991125;19991125;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1935;;e13*96/79*0029*01;SFT;010;1;0.08;253;Nee;Nee;Nee;3735;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2019-03-31T00:00:00.000;1999-11-25T00:00:00.000;1999-11-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
82HKB4;Personenauto;SUBARU;JUSTY;20230106;20090105;1303;hatchback;5;ROOD;Niet geregistreerd;3;998;865;1390;965;350;750;20090105;20090105;Geen verstrekking in Open Data;10994;Ja;4;4;0;0;361;0;M1;r. op schutbord onder motorkap;1390;;e13*03/97*0147*03;M300LF;GMNEW;0;0.05;243;Nee;Nee;Nee;2140;0;2021;Logisch;00;Ja;2023-01-06T00:00:00.000;2009-01-05T00:00:00.000;2009-01-05T00:00:00.000;2009-01-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
96JLBD;Personenauto;SUBARU;IMPREZA;20221222;20170426;3687;stationwagen;5;BLAUW;Niet geregistreerd;4;1597;1140;1690;1240;500;1500;20021119;20021119;Geen verstrekking in Open Data;;Ja;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1690;;e13*98/14*0026*03;GF4;020;1;0.06;252;Nee;Nee;Nee;3190;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2017-04-26T00:00:00.000;2002-11-19T00:00:00.000;2002-11-19T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
81JDPX;Personenauto;SUBARU;FORESTER;20230104;20220331;6253;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1320;1875;1420;500;1500;20010302;20020228;Geen verstrekking in Open Data;;Nee;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e13*98/14*0029*02;SF5;010;1;0.06;253;Nee;Nee;Nee;3375;0;2022;Onlogisch;04;Ja;2023-01-04T00:00:00.000;2022-03-31T00:00:00.000;2001-03-02T00:00:00.000;2002-02-28T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
57HBDN;Personenauto;SUBARU;FORESTER;20230329;20190407;8345;stationwagen;5;ROOD;Niet geregistreerd;4;1994;1420;1970;1520;500;1800;20010511;20010511;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1970;;e13*98/14*0029*03;SFT;510;1;0.09;253;Nee;Nee;Nee;3770;0;2022;Logisch;00;Ja;2023-03-29T00:00:00.000;2019-04-07T00:00:00.000;2001-05-11T00:00:00.000;2001-05-11T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
XNSX42;Personenauto;SUBARU;FORESTER;20221222;20210604;7780;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1400;1955;1500;500;1800;19990107;19990107;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1955;;e13*96/79*0029*01;SFT;510;1;0.08;253;Nee;Nee;Nee;3755;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2021-06-04T00:00:00.000;1999-01-07T00:00:00.000;1999-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
66LNVX;Personenauto;SUBARU;IMPREZA;20230224;20210904;7277;sedan;5;BLAUW;Niet geregistreerd;4;1994;1345;1850;1445;500;1200;20030321;20030321;Geen verstrekking in Open Data;;Ja;4;4;0;0;442;0;M1;r. op schutbord onder motorkap;1850;;e1*98/14*0145*06;GDA;040;0;0.11;253;Nee;Nee;Nee;3050;0;2022;Logisch;00;Ja;2023-02-24T00:00:00.000;2021-09-04T00:00:00.000;2003-03-21T00:00:00.000;2003-03-21T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
6TFV68;Personenauto;SUBARU;SUBARU XV;20230117;20140117;7434;stationwagen;5;BLAUW;Niet geregistreerd;4;1995;1355;1940;1455;650;1200;20140117;20140117;Geen verstrekking in Open Data;31690;Ja;4;4;0;0;445;0;M1;r. bodemplaat by voorzitting;1940;G4;e1*2007/46*0597*03;GX7;5C0;0;0.08;264;Nee;Nee;Nee;3140;0;2021;Logisch;00;Ja;2023-01-17T00:00:00.000;2014-01-17T00:00:00.000;2014-01-17T00:00:00.000;2014-01-17T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
39ZFGT;Personenauto;SUBARU;FORESTER;20230317;20210415;8148;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1426;1880;1526;715;1500;20080205;20080205;Geen verstrekking in Open Data;;Ja;4;4;0;0;449;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*06;SG5;030;0;0.08;252;Nee;Nee;Nee;3380;0;2022;Logisch;00;Ja;2023-03-17T00:00:00.000;2021-04-15T00:00:00.000;2008-02-05T00:00:00.000;2008-02-05T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;0;;;;;;;;
