kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd
8SLH40;Personenauto;FIAT;FIAT 500;20230331;20180818;hatchback;4;GRIJS;Niet geregistreerd;4;1242;840;1305;940;400;800;20091130;20131025;Geen verstrekking in Open Data;16245;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1305;312;e3*2001/116*0261*07;AXA1A;00E;0;0.05;230;Nee;Nee;Nee;2105;0;;2022;Geen oordeel;05;Ja;2023-03-31T00:00:00.000;2018-08-18T00:00:00.000;2009-11-30T00:00:00.000;2013-10-25T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;192;;;;0;;;;;;;
06XLGF;Personenauto;FIAT;FIAT PUNTO;20230220;20190311;MPV;4;ROOD;Niet geregistreerd;4;1368;1035;1540;1135;400;1000;20070718;20070718;Geen verstrekking in Open Data;;Ja;2;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1540;;e3*2001/116*0217*02;AXG1B;13B;0;0.06;251;Nee;Nee;Nee;2540;0;;2021;Logisch;00;Ja;2023-02-20T00:00:00.000;2019-03-11T00:00:00.000;2007-07-18T00:00:00.000;2007-07-18T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3877;;;;;;;;;;;
30RNT7;Personenauto;FIAT;FIAT PANDA;20221125;20211222;MPV;4;ZWART;Niet geregistreerd;4;1242;835;1305;935;400;800;20110629;20110629;Geen verstrekking in Open Data;9619;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*20;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2022-11-25T00:00:00.000;2021-12-22T00:00:00.000;2011-06-29T00:00:00.000;2011-06-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
51KLB2;Personenauto;FIAT;FIAT 500;20230119;20100119;hatchback;4;CREME;Niet geregistreerd;4;1242;875;1340;975;400;800;20100119;20100119;Geen verstrekking in Open Data;16937;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1340;312;e3*2001/116*0261*07;AXA11;03C;0;0.05;230;Nee;Nee;Nee;2140;0;;2021;Logisch;00;Ja;2023-01-19T00:00:00.000;2010-01-19T00:00:00.000;2010-01-19T00:00:00.000;2010-01-19T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
SH240J;Personenauto;FIAT;FIAT 500;20230131;20220331;hatchback;4;WIT;Niet geregistreerd;4;1242;840;1305;940;400;800;20090604;20180404;Geen verstrekking in Open Data;;Nee;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1305;312;e3*2001/116*0261*06;AXA1A;00C;0;0.05;230;Nee;Nee;Nee;2105;0;;2022;Geen oordeel;05;Ja;2023-01-31T00:00:00.000;2022-03-31T00:00:00.000;2009-06-04T00:00:00.000;2018-04-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1623;;;;;;;;;;;
29VLV8;Bedrijfsauto;FIAT;SCUDO 1200 L H1 2.0 MJ 140;20230111;20080110;gesloten opbouw;3;N.v.t.;N.v.t.;4;1997;1721;2946;1821;750;;20080110;20080110;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;190;N1;midden op schutbord v. voorruit;2946;;;;;0;0.05;312;Nee;Nee;Nee;4946;;;2021;Logisch;00;Ja;2023-01-11T00:00:00.000;2008-01-10T00:00:00.000;2008-01-10T00:00:00.000;2008-01-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10328;1225;2000;2000;;;;;;;;
39JPJH;Personenauto;FIAT;FIAT SEICENTO;20221206;20211222;hatchback;5;BLAUW;Niet geregistreerd;4;1108;710;1200;810;350;400;20020627;20020627;Geen verstrekking in Open Data;;Ja;2;4;0;0;334;0;M1;r. in kofferruimte op bodemplaat;1200;;e3*96/79*0036*04;AXC1A;02E;0;0.05;220;Nee;Nee;Nee;1600;0;;2021;Logisch;00;Ja;2022-12-06T00:00:00.000;2021-12-22T00:00:00.000;2002-06-27T00:00:00.000;2002-06-27T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1008;;;;;;;;;;;
18ZKS4;Personenauto;FIAT;PANDA;20230324;20190424;MPV;5;ROOD;Niet geregistreerd;2;875;950;1475;1050;400;800;20121219;20121219;Geen verstrekking in Open Data;14390;Ja;4;4;0;0;365;0;M1;r. kofferruimte;1475;312;e3*2007/46*0064*05;PXG1A;P1B;0;0.06;230;Nee;Nee;Nee;2275;0;0;2022;Logisch;00;Ja;2023-03-24T00:00:00.000;2019-04-24T00:00:00.000;2012-12-19T00:00:00.000;2012-12-19T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
74RXTD;Personenauto;FIAT;FIAT PANDA;20220728;20210904;hatchback;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20051028;20051028;Geen verstrekking in Open Data;;Nee;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*02;AXB1A;01C;1;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2022-07-28T00:00:00.000;2021-09-04T00:00:00.000;2005-10-28T00:00:00.000;2005-10-28T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1990;;;;;;;;;;;
96TLV7;Personenauto;FIAT;FIAT PUNTO;20230316;20160615;MPV;5;WIT;Niet geregistreerd;4;1248;1120;1705;1220;400;1000;20120307;20120307;Geen verstrekking in Open Data;16643;Ja;4;4;0;0;407;0;M1;r. op bodemplaat by voorzitting;1705;199;e3*2001/116*0217*23;BXY1A;49D;0;0.05;251;Nee;Nee;Nee;2705;0;0;2022;Logisch;00;Ja;2023-03-16T00:00:00.000;2016-06-15T00:00:00.000;2012-03-07T00:00:00.000;2012-03-07T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
11NNXX;Personenauto;FIAT;FIAT PUNTO;20230118;20091120;hatchback;5;ZWART;Niet geregistreerd;4;1368;950;1485;1050;400;1000;20040107;20040107;Geen verstrekking in Open Data;;Ja;4;4;0;0;387;0;M1;r. op bodemplaat v. r. voorzitting;1485;;e3*98/14*0048*05;BXM1A;21;0;0.07;246;Nee;Nee;Nee;2485;0;;2021;Logisch;00;Ja;2023-01-18T00:00:00.000;2009-11-20T00:00:00.000;2004-01-07T00:00:00.000;2004-01-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3231;;;;;;;;;;;
GD618V;Personenauto;FIAT;DUCATO 35 2.3 JTD XL H3;20220602;20191109;kampeerwagen;2;WIT;Niet geregistreerd;4;2287;2900;3500;3000;750;3000;20070410;20070410;Geen verstrekking in Open Data;;Ja;4;4;;;;;M1;tegen r. voorwielscherm by voorzitting;3500;;;;;;0.03;404;Nee;Nee;Nee;6500;;;2021;Geen oordeel;05;Ja;2022-06-02T00:00:00.000;2019-11-09T00:00:00.000;2007-04-10T00:00:00.000;2007-04-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10666;;;;;;;;;;;
XJJJ99;Personenauto;FIAT;FIAT SEICENTO;20200122;20190228;hatchback;5;BLAUW;Niet geregistreerd;4;899;705;1190;805;350;400;19981209;19981209;Geen verstrekking in Open Data;;Nee;2;4;0;0;332;0;M1;r. in kofferruimte op bodemplaat;1190;;e3*96/79*0036*00;AXA1A;00;0;0.04;220;Nee;Nee;Nee;1590;0;;2020;Geen oordeel;07;Ja;2020-01-22T00:00:00.000;2019-02-28T00:00:00.000;1998-12-09T00:00:00.000;1998-12-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;905;;;;;;;;;;;
11YA92;Personenauto;FIAT;124 SPORT SPIDER 1800 US;20220710;20010227;Niet geregistreerd;;BLAUW;Niet geregistreerd;4;;1015;;1115;;;19760228;19970627;Geen verstrekking in Open Data;;Nee;2;4;0;0;0;0;M1;r. op schutbord onder motorkap;0;;;;;0;0;228;Nee;Nee;Nee;0;;;2020;Geen oordeel;01;Ja;2022-07-10T00:00:00.000;2001-02-27T00:00:00.000;1976-02-28T00:00:00.000;1997-06-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
25GBG5;Personenauto;FIAT;FIAT 500;20230217;20190204;hatchback;4;GRIJS;Niet geregistreerd;4;1242;840;1305;940;470;800;20080523;20080523;Geen verstrekking in Open Data;;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0261*00;AXA1A;00;0;0.05;230;Nee;Nee;Nee;2105;0;;2022;Logisch;00;Ja;2023-02-17T00:00:00.000;2019-02-04T00:00:00.000;2008-05-23T00:00:00.000;2008-05-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2490;;;;;;;;;;;
TBZ64N;Land- of bosbouwtrekker;FIAT;100-90;;20210205;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;;;19850630;20210205;Geen verstrekking in Open Data;;Ja;;;;;;;T;;;;;;;;0;;Nee;Nee;Nee;;;;;Niet geregistreerd;NG;Ja;;2021-02-05T00:00:00.000;1985-06-30T00:00:00.000;2021-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
76SXP5;Personenauto;FIAT;FIAT 500;20221224;20190831;hatchback;4;ROOD;Niet geregistreerd;2;875;915;1380;1015;400;800;20111224;20111224;Geen verstrekking in Open Data;17795;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1380;312;e3*2007/46*0064*04;AXG11;09C;0;0.06;230;Nee;Nee;Nee;2180;0;0;2021;Logisch;00;Ja;2022-12-24T00:00:00.000;2019-08-31T00:00:00.000;2011-12-24T00:00:00.000;2011-12-24T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
63VJJ7;Bedrijfsauto;FIAT;SCUDO 1200 L H1 1.6 MJ 90;20230115;20180412;gesloten opbouw;3;N.v.t.;N.v.t.;4;1560;1655;2880;1755;750;;20070829;20070829;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;190;N1;midden op schutbord v. voorruit;2880;;;;;0;0.04;312;Nee;Nee;Nee;4333;;;2021;Onlogisch;04;Ja;2023-01-15T00:00:00.000;2018-04-12T00:00:00.000;2007-08-29T00:00:00.000;2007-08-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8299;1225;1453;1453;;;;;;;;
55ZKDP;Personenauto;FIAT;FIAT BRAVO;20221223;20201224;MPV;5;GRIJS;Niet geregistreerd;4;1368;1180;1715;1280;500;1000;20080229;20080229;Geen verstrekking in Open Data;;Ja;4;4;0;0;434;0;M1;r. op bodemplaat by r. voorzitting;1715;198;e3*2001/116*0248*00;AXA1B;00;0;0.05;260;Nee;Nee;Nee;2715;0;;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2020-12-24T00:00:00.000;2008-02-29T00:00:00.000;2008-02-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4123;;;;;;;;;;;
46NJL2;Personenauto;FIAT;FIAT 500;20230107;20150401;hatchback;4;BLAUW;Niet geregistreerd;2;875;905;1370;1005;400;800;20110107;20110107;Geen verstrekking in Open Data;16599;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1370;312;e3*2001/116*0261*13;AXG1A;08;0;0.06;230;Nee;Nee;Nee;2170;0;;2021;Logisch;00;Ja;2023-01-07T00:00:00.000;2015-04-01T00:00:00.000;2011-01-07T00:00:00.000;2011-01-07T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
18TTLV;Personenauto;FIAT;FIAT PANDA;20230124;20070124;MPV;4;GRIJS;Niet geregistreerd;4;1242;840;1310;940;400;800;20070124;20070124;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1310;;e3*2001/116*0151*03;AXB11;02;1;0.05;230;Nee;Nee;Nee;2110;0;0;2021;Logisch;00;Ja;2023-01-24T00:00:00.000;2007-01-24T00:00:00.000;2007-01-24T00:00:00.000;2007-01-24T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1998;;;;;;;;;;;
18ZNL2;Personenauto;FIAT;PANDA;20221229;20121229;MPV;5;ZWART;Niet geregistreerd;2;875;950;1475;1050;400;800;20121229;20121229;Geen verstrekking in Open Data;12845;Ja;4;4;0;0;365;0;M1;r. kofferruimte;1475;312;e3*2007/46*0064*05;PXG1A;P1B;0;0.06;230;Nee;Nee;Nee;2275;0;0;2021;Logisch;00;Ja;2022-12-29T00:00:00.000;2012-12-29T00:00:00.000;2012-12-29T00:00:00.000;2012-12-29T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
3KBD91;Personenauto;FIAT;FIAT 500;20230316;20191221;hatchback;4;ROOD;Niet geregistreerd;2;875;915;1380;1015;400;800;20130313;20130313;Geen verstrekking in Open Data;19580;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1380;312;e3*2007/46*0064*04;AXG11;09C;0;0.06;230;Nee;Nee;Nee;2180;0;0;2022;Logisch;00;Ja;2023-03-16T00:00:00.000;2019-12-21T00:00:00.000;2013-03-13T00:00:00.000;2013-03-13T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
5SFP78;Personenauto;FIAT;FIAT PANDA;20221228;20201228;hatchback;4;ZWART;Niet geregistreerd;4;1242;835;1305;935;400;800;20090311;20130910;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*10;AXB1A;01M;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Geen oordeel;05;Ja;2022-12-28T00:00:00.000;2020-12-28T00:00:00.000;2009-03-11T00:00:00.000;2013-09-10T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;91;;;;0;;;;;;;
VG725P;Bedrijfsauto;FIAT;FIAT DOBLO;20230106;20140106;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1265;2040;1365;500;;20140106;20140106;Geen verstrekking in Open Data;17555;Ja;0;4;0;0;439;183;N1;r. voorzitting;2040;263;e3*2007/46*0002*21;ZXC1A;A4G;0;0.05;276;Nee;Nee;Nee;3040;0;;2021;Logisch;00;Ja;2023-01-06T00:00:00.000;2014-01-06T00:00:00.000;2014-01-06T00:00:00.000;2014-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4378;775;1000;1000;0;;;;;;;
87XTSL;Personenauto;FIAT;FIAT PUNTO;20230112;20140108;MPV;4;ZWART;Niet geregistreerd;4;1368;1000;1505;1100;400;1000;20070929;20070929;Geen verstrekking in Open Data;;Ja;2;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1505;;e3*2001/116*0217*06;AXB1A;02E;0;0.05;251;Nee;Nee;Nee;2505;0;;2021;Logisch;00;Ja;2023-01-12T00:00:00.000;2014-01-08T00:00:00.000;2007-09-29T00:00:00.000;2007-09-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2820;;;;;;;;;;;
69PPT7;Personenauto;FIAT;FIAT PUNTO;20230313;20170515;MPV;4;ZWART;Niet geregistreerd;4;1368;1015;1520;1115;400;1000;20110308;20110308;Geen verstrekking in Open Data;15879;Ja;4;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1520;199;e3*2001/116*0217*21;BXB1A;03R;0;0.05;251;Nee;Nee;Nee;2520;0;0;2022;Logisch;00;Ja;2023-03-13T00:00:00.000;2017-05-15T00:00:00.000;2011-03-08T00:00:00.000;2011-03-08T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3011;;;;;;;;;;;
46XRX3;Personenauto;FIAT;PANDA;20221221;20211222;MPV;4;GRIJS;Niet geregistreerd;2;875;950;1455;1050;400;800;20120721;20120721;Geen verstrekking in Open Data;12389;Ja;4;4;0;0;365;0;M1;r. kofferruimte;1455;312;e3*2007/46*0064*05;PXG1A;P1;0;0.06;230;Nee;Nee;Nee;2255;0;0;2021;Logisch;00;Ja;2022-12-21T00:00:00.000;2021-12-22T00:00:00.000;2012-07-21T00:00:00.000;2012-07-21T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
GB530J;Personenauto;FIAT;FIAT PANDA;20221224;20160219;MPV;4;ZWART;Niet geregistreerd;4;1108;815;1255;915;350;800;20100930;20150420;Geen verstrekking in Open Data;8160;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1255;169;e3*2001/116*0151*13;AXA1A;0AG;0;0.04;230;Nee;Nee;Nee;2055;0;;2021;Geen oordeel;05;Ja;2022-12-24T00:00:00.000;2016-02-19T00:00:00.000;2010-09-30T00:00:00.000;2015-04-20T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;119;;;;;;;;;;;
TZB76S;Land- of bosbouwtrekker;FIAT;250;;20211222;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;;;19680630;20211222;Geen verstrekking in Open Data;;Nee;;;;;;;T;;;;;;;;0;;Nee;Nee;Nee;;;;;Niet geregistreerd;NG;Ja;;2021-12-22T00:00:00.000;1968-06-30T00:00:00.000;2021-12-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
73JJS3;Personenauto;FIAT;PANDA;20230106;20190903;stationwagen;4;GRIJS;Niet geregistreerd;4;1108;815;1255;915;350;800;20031030;20090608;Geen verstrekking in Open Data;;Ja;4;4;;;;;M1;r. bodemplaat kofferruimte;1255;;;;;;0.04;230;Nee;Nee;Nee;2055;;;2021;Geen oordeel;05;Ja;2023-01-06T00:00:00.000;2019-09-03T00:00:00.000;2003-10-30T00:00:00.000;2009-06-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1396;;;;0;;;;;;;
72GDL6;Personenauto;FIAT;FIAT BRAVO;20230311;20180308;MPV;5;GRIJS;Niet geregistreerd;4;1368;1235;1770;1335;500;1300;20080605;20080605;Geen verstrekking in Open Data;;Ja;4;4;0;0;434;0;M1;r. op bodemplaat by r. voorzitting;1770;198;e3*2001/116*0248*05;AXG1B;06C;0;0.07;260;Nee;Nee;Nee;3070;0;;2022;Logisch;00;Ja;2023-03-11T00:00:00.000;2018-03-08T00:00:00.000;2008-06-05T00:00:00.000;2008-06-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4390;;;;;;;;;;;
