kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;oplegger_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;vervaldatum_tachograaf;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;vervaldatum_tachograaf_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;afwijkende_maximum_snelheid;catalogusprijs;maximale_constructiesnelheid;jaar_laatste_registratie_tellerstand;hoogte_voertuig;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;maximum_trekken_massa_geremd;aantal_staanplaatsen;subcategorie_nederland
70BHB7;Bedrijfsauto;MAN;TGX;20220923;20161017;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7548;19000;7648;20160329;20160329;Geen verstrekking in Open Data;Ja;42352;2;4;0;456;600;250;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*22;06X04ZBBABAE2AA;K1ACB;0;0.04;360;Nee;Nee;20220730;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-09-23T00:00:00.000;2016-10-17T00:00:00.000;2016-03-29T00:00:00.000;2016-03-29T00:00:00.000;2022-07-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
01BRL7;Bedrijfsauto;MAN;TGS 49.430 10X4 BBL;20230412;20210412;betonmixer;2;N.v.t.;N.v.t.;6;12419;18340;49000;18440;20210412;20210412;Geen verstrekking in Open Data;Ja;;2;14;;;1083;255;N3;;49000;L.2007.46.006;;;;;0.02;752;Nee;Nee;20230413;Nee;;;Niet geregistreerd;NG;Ja;2023-04-12T00:00:00.000;2021-04-12T00:00:00.000;2021-04-12T00:00:00.000;2021-04-12T00:00:00.000;2023-04-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;30660;;;;;;90;;395;;;;;;;
10BJD3;Bedrijfsauto;MAN;TGS;20220808;20170807;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;7111;19000;7211;20170126;20170126;Geen verstrekking in Open Data;Ja;42789;2;4;0;449;598;250;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*25;06S04ZBBABAG5AA;K1ACB;0;0.04;360;Nee;Nee;20230614;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-08-08T00:00:00.000;2017-08-07T00:00:00.000;2017-01-26T00:00:00.000;2017-01-26T00:00:00.000;2023-06-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
39BKH6;Bedrijfsauto;MAN;TGX;20221228;20171228;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7836;19000;7936;20171228;20171228;Geen verstrekking in Open Data;Ja;42064;2;4;0;449;598;250;N3;op balk v. r.;20500;L.2007.46.001;e4*NKS*0053*17;06X04ZBBABAG8AA;K1ACB;0;0.04;360;Nee;Nee;20231129;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-28T00:00:00.000;2017-12-28T00:00:00.000;2017-12-28T00:00:00.000;2017-12-28T00:00:00.000;2023-11-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
46BLB8;Bedrijfsauto;MAN;TGL;20220708;20180724;gesloten opbouw;2;N.v.t.;N.v.t.;4;4580;6880;11990;6980;20180626;20180626;Geen verstrekking in Open Data;Ja;;;6;;;1002;255;N2;r. balk by vooras;11990;L.2007.46.011;;;;;0.02;555;Nee;Nee;20220612;Nee;;;Niet geregistreerd;NG;Ja;2022-07-08T00:00:00.000;2018-07-24T00:00:00.000;2018-06-26T00:00:00.000;2018-06-26T00:00:00.000;2022-06-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;5110;;;;;;;;;;;;;;;
15BGR9;Bedrijfsauto;MAN;TGX;20220826;20160829;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7648;19000;7748;20160218;20160218;Geen verstrekking in Open Data;Ja;42252;2;4;0;456;600;250;N3;r. balk by vooras;20500;L.2007.46.001;e4*2007/46*0229*21;06X04ZBBABAE2AA;K1ACB;0;0.04;360;Nee;Nee;20220625;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-08-26T00:00:00.000;2016-08-29T00:00:00.000;2016-02-18T00:00:00.000;2016-02-18T00:00:00.000;2022-06-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
BGPL06;Bedrijfsauto;MAN;L79;20220807;20211217;veewagen;2;N.v.t.;N.v.t.;6;6871;9835;13500;9935;19980729;19980729;Geen verstrekking in Open Data;Ja;;;4;;;990;255;N3;tegen r. balk tussen 1e veerh. en vooras;13500;;;;;;0.03;548;Nee;Nee;20220626;Nee;17000;;Niet geregistreerd;NG;Ja;2022-08-07T00:00:00.000;2021-12-17T00:00:00.000;1998-07-29T00:00:00.000;1998-07-29T00:00:00.000;2022-06-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;3665;3500;3500;;;;;;;;;;;;;
22BKG6;Bedrijfsauto;MAN;TGS;20221220;20181228;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7267;19000;7367;20171220;20171220;Geen verstrekking in Open Data;Ja;42633;2;4;0;454;598;250;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*28;06S04ZBBABAG9AA;K1ACB;0;0.04;360;Nee;Nee;20231108;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-20T00:00:00.000;2018-12-28T00:00:00.000;2017-12-20T00:00:00.000;2017-12-20T00:00:00.000;2023-11-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
49BKX8;Bedrijfsauto;MAN;TGS;20220705;20210729;voertuig met haakarm;2;N.v.t.;N.v.t.;6;12419;13270;36000;13370;20180528;20180528;Geen verstrekking in Open Data;Ja;;;12;;878;890;255;N3;r. balk by vooras;37000;L.2007.46.007;;;;;0.03;640;Nee;Nee;20220505;Nee;50000;;Niet geregistreerd;NG;Ja;2022-07-05T00:00:00.000;2021-07-29T00:00:00.000;2018-05-28T00:00:00.000;2018-05-28T00:00:00.000;2022-05-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;22730;22432;12562;;;;;;;;;;;;;
53BHH2;Bedrijfsauto;MAN;TGS;20220525;20160530;voor vervoer voertuigen;2;N.v.t.;N.v.t.;6;12419;14030;23500;14130;20160523;20160523;Geen verstrekking in Open Data;Ja;;;6;;845;1133;255;N3;r. balk by vooras;23500;6X2-EML;;;;;0.02;550;Nee;Nee;20220508;Nee;44000;;Niet geregistreerd;NG;Ja;2022-05-25T00:00:00.000;2016-05-30T00:00:00.000;2016-05-23T00:00:00.000;2016-05-23T00:00:00.000;2022-05-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;9470;26500;24000;;;;;;;;;;;;;
47BJH3;Bedrijfsauto;MAN;TGX;20230310;20170314;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;8115;23500;8215;20170310;20170310;Geen verstrekking in Open Data;Ja;41785;;6;;445;645;255;N3;r. balk by vooras;24500;L.2007.46.002;;;;;0.04;390;Nee;Nee;20230201;Nee;50000;;Niet geregistreerd;NG;Ja;2023-03-10T00:00:00.000;2017-03-14T00:00:00.000;2017-03-10T00:00:00.000;2017-03-10T00:00:00.000;2023-02-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
